id,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,globalSales
sales_7287,Trials Fusion,2014-01-01,RedLynx,Ubisoft,Windows PC,80.0,6.8,E10+,0
sales_7288,Prison Architect,2016-01-01,"Introversion, Double Eleven",Introversion Software,PlayStation 4,80.0,8.0,M,0
sales_7289,Sorcery Saga: The Curse of the Great Curry God,2013-01-01,Zerodiv,Rising Star Games,PlayStation Vita,65.0,7.3,T,0
sales_7290,Dance Factory,2006-01-01,Broadsword Interactive,Codemasters,PlayStation 2,56.0,5.8,E,0
sales_7291,RoadKill,2003-01-01,Terminal Reality,Midway Games,Nintendo GameCube,64.0,,M,0
sales_7292,The Legend of Heroes III: Song of the Ocean,2006-01-01,Microvision,Namco Bandai Games,PlayStation Portable (PSP),58.0,6.1,E10+,0
sales_7293,Combat Mission: Shock Force,2007-01-01,Big Time Software,Paradox Interactive,Windows PC,62.0,3.3,T,0
sales_7294,F1 2002,2002-01-01,EA Sports,Electronic Arts,Nintendo GameCube,72.0,7.8,E,0
sales_7295,Sitting Ducks,2003-01-01,LSP,LSP Games,Game Boy Advance,35.0,,E,0
sales_7296,Garfield: A Tale of Two Kitties,2006-01-01,Two Tribes,Game Factory,Nintendo DS,59.0,,E,0
sales_7297,Men of War,2009-01-01,Best Way,505 Games,Windows PC,80.0,8.1,M,0
sales_7298,Ultimate Block Party,2004-01-01,Magicpot,505 Games,PlayStation Portable (PSP),76.0,,E,0
sales_7299,Stacked with Daniel Negreanu,2006-01-01,5000ft,Myelin Media,Xbox,61.0,,T,0
sales_7300,Konami Classics Series: Arcade Hits,2007-01-01,M2,Konami Digital Entertainment,Nintendo DS,76.0,,E10+,0
sales_7301,Dr. Muto,2002-01-01,Midway,Midway Games,Nintendo GameCube,63.0,,T,0
sales_7302,Egg Mania: Eggstreme Madness,2002-01-01,Kemco,Kemco,PlayStation 2,64.0,,E,0
sales_7303,Alter Ego,1985-01-01,"Viva Media, Viva Media, LLC",Activision,Windows PC,59.0,5.8,T,0
sales_7304,Zero Escape: Virtue's Last Reward,2012-01-01,ChunSoft,Rising Star Games,Nintendo 3DS,88.0,8.8,M,0
sales_7305,Darkstalkers Resurrection,2013-01-01,Iron Galaxy Studios,Capcom,PlayStation 3,80.0,7.3,T,0
sales_7306,Transformers: Devastation,2015-01-01,PlatinumGames,Activision,Windows PC,74.0,7.6,T,0
sales_7307,Summer Athletics: The Ultimate Challenge,2008-01-01,49Games,DTP Entertainment,Xbox 360,48.0,,E,0
sales_7308,The Golf Club,2014-01-01,HB Studios Multimedia,Unknown,Xbox One,64.0,5.4,E,0
sales_7309,Neverwinter Nights,2002-01-01,BioWare,Atari,Windows PC,91.0,8.2,T,0
sales_7310,Digimon World 4,2005-01-01,Bandai,Atari,Xbox,54.0,8.8,E,0
sales_7311,Guilty Gear XX Accent Core Plus,2009-01-01,Arc System Works,PQube,Wii,76.0,7.3,T,0
sales_7312,Galleon: Islands of Mystery,2004-01-01,Confounding Factor,SCi,Xbox,67.0,7.0,T,0
sales_7313,Sunny Garcia Surfing,2001-01-01,Krome Studios,Ubisoft,PlayStation 2,61.0,7.9,E,0
sales_7314,Lock On: Modern Air Combat,2003-01-01,Eagle Dynamics,Ubisoft,Windows PC,76.0,7.5,E,0
sales_7315,Worms: WMD,2016-01-01,Team 17,Sold Out,PlayStation 4,78.0,7.6,E10+,0
sales_7316,Rabbids Land,2012-01-01,Ubisoft Paris,Ubisoft,Wii U,52.0,5.2,E10+,0
sales_7317,Guild Wars,2005-01-01,ArenaNet,NCSoft,Windows PC,89.0,8.4,T,0
sales_7318,Take On Helicopters,2011-01-01,Bohemia Interactive,Unknown,Windows PC,70.0,6.7,T,0
sales_7319,S.L.A.I.: Steel Lancer Arena International,2005-01-01,Genki,Konami Digital Entertainment,PlayStation 2,66.0,7.8,T,0
sales_7320,Freaky Flyers,2003-01-01,Midway,Midway Games,Xbox,64.0,,T,0
sales_7321,Nacho Libre,2006-01-01,BudCat,Majesco Entertainment,Nintendo DS,56.0,5.8,E10+,0
sales_7322,Power Rangers Super Megaforce,2014-01-01,Bandai Namco Games,Namco Bandai Games,Nintendo 3DS,43.0,,E10+,0
sales_7323,Homeworld 2,2003-01-01,Relic,Vivendi Games,Windows PC,83.0,8.3,T,0
sales_7324,Rayman 3: Hoodlum Havoc,2003-01-01,Ubisoft,Ubisoft,Windows PC,74.0,8.3,E,0
sales_7325,Graffiti Kingdom,2004-01-01,Taito Corporation,505 Games,PlayStation 2,71.0,7.1,E,0
sales_7326,Bubble Bobble Evolution,2006-01-01,Opus,Rising Star Games,PlayStation Portable (PSP),47.0,,E,0
sales_7327,Klonoa 2: Dream Champ Tournament,2002-01-01,Namco,Namco Bandai Games,Game Boy Advance,78.0,9.3,E,0
sales_7328,N+,2007-01-01,"Metanet Software Inc., SilverBirch Studios",Atari,PlayStation Portable (PSP),79.0,7.8,E,0
sales_7329,Ducati World Racing Challenge,2001-01-01,Attention To Detail,Acclaim Entertainment,PlayStation,68.0,,E,0
sales_7330,Away: Shuffle Dungeon,2008-01-01,"Mistwalker, Artoon",Majesco Entertainment,Nintendo DS,65.0,,E10+,0
sales_7331,Knights of Honor,2004-01-01,Black Sea Studios,Sunflowers,Windows PC,77.0,9.1,E10+,0
sales_7332,CIMA: The Enemy,2003-01-01,Neverland,Marvelous Interactive,Game Boy Advance,70.0,,E,0
sales_7333,Empire Earth II,2005-01-01,Mad Doc Software,Vivendi Games,Windows PC,79.0,7.1,T,0
sales_7334,Pet Alien: An Intergalactic Puzzlepalooza,2007-01-01,Shin'en,Game Factory,Nintendo DS,58.0,,E,0
sales_7335,Hot Pixel,2007-01-01,zSlide,Atari,PlayStation Portable (PSP),55.0,6.5,T,0
sales_7336,Valentino Rossi: The Game,2016-01-01,Milestone S.r.l,Namco Bandai Games,Xbox One,74.0,8.1,E,0
sales_7337,Codename: Panzers Cold War,2009-01-01,Stormregion,Atari,Windows PC,67.0,5.8,T,0
sales_7338,R-Type III: The Third Lightning,2004-01-01,Raylight Studios,Zoo Digital Publishing,Game Boy Advance,46.0,,E,0
sales_7339,Star Wars: The Force Unleashed II,2010-01-01,LucasArts,LucasArts,Windows PC,59.0,5.8,T,0
sales_7340,Blokus Portable: Steambot Championship,2006-01-01,Irem,Majesco Entertainment,PlayStation Portable (PSP),51.0,,E,0
sales_7341,Atomic Betty,2005-01-01,"Big Blue Bubble Inc., Breakthrough New Media",Atari,Game Boy Advance,62.0,7.5,E,0
sales_7342,Doom,1992-01-01,id Software,id Software,Windows PC,85.0,8.2,M,0
sales_7343,Robin Hood: Defender of the Crown,2003-01-01,Atomic Planet Entertainment,Capcom,Xbox,57.0,,T,0
sales_7344,Street Jam Basketball,2004-01-01,Prograph,Zoo Digital Publishing,Game Boy Advance,35.0,8.0,E,0
sales_7345,Curious George,2006-01-01,Monkey Bar Games,Namco Bandai Games,Xbox,57.0,,E,0
sales_7346,Disney's Aladdin,2003-01-01,Disney Interactive,Capcom,Game Boy Advance,59.0,,E,0
sales_7347,Virtual Pool: Tournament Edition,2005-01-01,Celeris,Global Star,Xbox,62.0,,E,0
sales_7348,SimCity,1988-01-01,Maxis,Maxis,Windows PC,64.0,2.2,E10+,0
sales_7349,Harry Potter and the Half-Blood Prince,2009-01-01,EA Bright Light,Electronic Arts,Windows PC,64.0,6.1,E10+,0
sales_7350,Doom 3 BFG Edition,2012-01-01,id Software,Bethesda Softworks,Windows PC,59.0,5.3,M,0
sales_7351,Popeye: Rush for Spinach,2005-01-01,Magic Pockets,Atari,Game Boy Advance,48.0,4.2,E,0
sales_7352,Culdcept,2002-01-01,NEC Interchannel,Sega,PlayStation 2,78.0,8.9,T,0
sales_7353,Planet of the Apes,2001-01-01,Torus Games,Ubisoft,Game Boy Advance,54.0,,E,0
sales_7354,Real World Golf,2006-01-01,"Aqua Pacific, In2Games",Mad Catz,Xbox,74.0,,E,0
sales_7355,GTR Evolution,2008-01-01,SimBin,Atari,Windows PC,83.0,8.2,E,0
sales_7356,Lords of the Fallen,2014-01-01,"City Interactive, Deck 13",Square Enix,Windows PC,73.0,6.9,M,0
sales_7357,NBA 08,2007-01-01,SCEA,Sony Computer Entertainment,PlayStation Portable (PSP),75.0,7.5,E,0
sales_7358,Sins of a Solar Empire,2008-01-01,Ironclad Games,Pinnacle,Windows PC,87.0,8.2,T,0
sales_7359,NBA 2K13,2012-01-01,Visual Concepts,Take-Two Interactive,Windows PC,90.0,6.8,E,0
sales_7360,Resident Evil 4,2007-01-01,Capcom,Ubisoft,Windows PC,76.0,7.4,M,0
sales_7361,DICE: DNA Integrated Cybernetic Enterprises,2005-01-01,Natsume,Namco Bandai Games,PlayStation 2,48.0,,E10+,0
sales_7362,007: Quantum of Solace,2008-01-01,Treyarch,Activision,Windows PC,70.0,6.3,T,0
sales_7363,Metal Dungeon,2002-01-01,Panther Software,Xicat Interactive,Xbox,44.0,7.2,T,0
sales_7364,Drome Racers,2003-01-01,Attention To Detail,Electronic Arts,Nintendo GameCube,54.0,6.6,E,0
sales_7365,Gekido Advance: Kintaro's Revenge,2002-01-01,Naps Team,Zoo Digital Publishing,Game Boy Advance,70.0,7.0,T,0
sales_7366,Commander: Conquest of the Americas,2010-01-01,Nitro Games,Paradox Interactive,Windows PC,68.0,5.2,T,0
sales_7367,LEGO Pirates of the Caribbean: The Video Game,2011-01-01,Traveller's Tales,Disney Interactive Studios,Windows PC,73.0,6.6,E10+,0
sales_7368,Race Driver 2006,2006-01-01,Sumo Digital,Codemasters,PlayStation Portable (PSP),81.0,8.5,T,0
sales_7369,Buffy the Vampire Slayer: Wrath of the Darkhul King,2003-01-01,Natsume,THQ,Game Boy Advance,44.0,8.6,T,0
sales_7370,Mighty No. 9,2016-01-01,Inti Creates,Deep Silver,Wii U,48.0,4.6,E10+,0
sales_7371,Whiteout,2002-01-01,Konami,Konami Digital Entertainment,Xbox,58.0,,T,0
sales_7372,Kung Fu Panda: Legendary Warriors,2008-01-01,Artificial Mind and Movement,Activision,Nintendo DS,73.0,,E10+,0
sales_7373,Superdimension Neptune vs Sega Hard Girls,2016-01-01,Compile Heart,Idea Factory International,PlayStation Vita,73.0,8.4,T,0
sales_7374,The Talos Principle,2015-01-01,Croteam,Devolver Digital,PlayStation 4,88.0,8.4,E10+,0
sales_7375,Spectral Souls: Resurrection of the Ethereal Empires,2005-01-01,"Neverland, Idea Factory",Idea Factory,PlayStation Portable (PSP),47.0,8.2,T,0
sales_7376,Syberia II,2004-01-01,Microids,Ubisoft,Xbox,71.0,8.7,T,0
sales_7377,Motor Trend presents Lotus Challenge,2003-01-01,Kuju Entertainment,Xicat Interactive,Xbox,61.0,,E,0
sales_7378,Braid,2009-01-01,"Number None Inc., Knockout Games",Number None,Windows PC,90.0,8.6,E10+,0
sales_7379,Syberia,2002-01-01,Microids,Microids,Windows PC,82.0,8.5,T,0
sales_7380,Turn It Around,2006-01-01,"Taito Corporation, 505 Games",505 Games,Nintendo DS,39.0,4.5,E,0
sales_7381,Jack Keane,2008-01-01,Legacy Interactive,Kalypso Media,Windows PC,69.0,7.0,T,0
sales_7382,Monsters vs. Aliens,2009-01-01,Beenox,Activision,Windows PC,63.0,6.2,E10+,0
sales_7383,Ride,2015-01-01,Milestone S.r.l,Milestone S.r.l.,Windows PC,68.0,4.8,E,0
sales_7384,The King of Fighters 02/03,2005-01-01,SNK,SNK Playmore,Xbox,76.0,,T,0
sales_7385,ESPN Winter X Games: Snowboarding 2002,2002-01-01,Konami,Konami Digital Entertainment,Xbox,71.0,,T,0
sales_7386,The Island of Dr. Frankenstein,2009-01-01,Storm City Games,Storm City Games,Wii,26.0,,E,0
sales_7387,Animaniacs: The Great Edgar Hunt,2005-01-01,Warthog,Ignition Entertainment,Nintendo GameCube,65.0,,E,0
sales_7388,LEGO Harry Potter: Years 1-4,2010-01-01,Traveller's Tales,Warner Bros. Interactive Entertainment,Windows PC,79.0,7.9,E10+,0
sales_7389,CID The Dummy,2009-01-01,Twelve Games,Oxygen Interactive,PlayStation Portable (PSP),41.0,,E10+,0
sales_7390,MechAssault: Phantom War,2006-01-01,Backbone Entertainment,Majesco Entertainment,Nintendo DS,66.0,4.5,T,0
sales_7391,The Last Guy,2009-01-01,SCE Japan Studio,Sony Computer Entertainment,PlayStation 3,77.0,6.9,E10+,0
sales_7392,Disney Sports Soccer,2002-01-01,Konami,Konami Digital Entertainment,Game Boy Advance,68.0,,E,0
sales_7393,101-in-1 Sports Party Megamix,2010-01-01,Nordcurrent,Nordcurrent,Wii,41.0,,E10+,0
sales_7394,D1 Professional Drift Grand Prix Series,2005-01-01,Yuke's,Yuke's,PlayStation 2,45.0,,E10+,0
sales_7395,Max Payne,2003-01-01,Mobius Entertainment,Take-Two Interactive,Game Boy Advance,78.0,7.8,M,0
sales_7396,Pro Cast Sports Fishing,2003-01-01,Capcom,Capcom,Xbox,49.0,,E,0
sales_7397,Star Trek: Tactical Assault,2006-01-01,Quicksilver Software,Ubisoft,PlayStation Portable (PSP),64.0,7.9,E,0
sales_7398,Cossacks: European Wars,2001-01-01,GSC Game World,Strategy First,Windows PC,74.0,8.6,T,0
sales_7399,MX vs. ATV Supercross,2014-01-01,Nordic Games Publishing,Nordic Games,PlayStation 3,58.0,3.5,E,0
sales_7400,NBA 2K7,2006-01-01,"Kush Games, Visual Concepts",Take-Two Interactive,Xbox,83.0,8.6,E,0
sales_7401,Auto Modellista,2003-01-01,Capcom,Capcom,Nintendo GameCube,62.0,,E,0
sales_7402,Dave Mirra Freestyle BMX 3,2002-01-01,Full-Fat,Acclaim Entertainment,Game Boy Advance,78.0,,E,0
sales_7403,XBLAZE Code: Embryo,2013-01-01,Arc System Works,Arc System Works,PlayStation Vita,43.0,7.4,M,0
sales_7404,Eco Creatures: Save The Forest,2007-01-01,Headlock,Rising Star Games,Nintendo DS,55.0,,E,0
sales_7405,Frogger: Ancient Shadow,2005-01-01,Hudson Soft,Konami Digital Entertainment,Xbox,47.0,,E,0
sales_7406,Warhammer: Mark of Chaos,2006-01-01,Black Hole Games,Deep Silver,Windows PC,73.0,7.4,M,0
sales_7407,Warship Gunner 2,2006-01-01,Micro Cabin,Tecmo Koei,PlayStation 2,62.0,8.5,T,0
sales_7408,Gotcha Force,2003-01-01,Capcom,Capcom,Nintendo GameCube,56.0,8.2,E,0
sales_7409,Driver: Parallel Lines,2007-01-01,Reflections Interactive,Ubisoft,Wii,59.0,6.0,M,0
sales_7410,Battlefield Vietnam,2004-01-01,Digital Illusions,Electronic Arts,Windows PC,84.0,7.5,T,0
sales_7411,Secret Files 2: Puritas Cordis,2009-01-01,Deep Silver,Deep Silver,Wii,70.0,,T,0
sales_7412,Dead Rising 2,2016-01-01,Blue Castle Games,Capcom,PlayStation 4,82.0,6.6,M,0
sales_7413,Age of Conan: Rise of the Godslayer,2010-01-01,Funcom,Funcom,Windows PC,83.0,8.4,M,0
sales_7414,Buffy the Vampire Slayer: Chaos Bleeds,2003-01-01,Eurocom Entertainment Software,Vivendi Games,Nintendo GameCube,75.0,9.0,T,0
sales_7415,Jet Grind Radio,2003-01-01,Vicarious Visions,Sega,Game Boy Advance,74.0,9.3,E,0
sales_7416,My Frogger: Toy Trials,2006-01-01,Konami,Konami Digital Entertainment,Nintendo DS,66.0,,E,0
sales_7417,Max Payne 2: The Fall of Max Payne,2003-01-01,Remedy Entertainment,Take-Two Interactive,Windows PC,86.0,9.0,M,0
sales_7418,Magicka,2011-01-01,Arrowhead Game Studios,Paradox Interactive,Windows PC,74.0,7.6,T,0
sales_7419,Baldur's Gate: Dark Alliance,2004-01-01,Magic Pockets,"Destination Software, Inc",Game Boy Advance,76.0,6.5,T,0
sales_7420,Under the Skin,2004-01-01,Capcom,Capcom,PlayStation 2,55.0,,T,0
sales_7421,NHL 07,2006-01-01,EA Sports,Electronic Arts,Xbox,75.0,7.7,E10+,0
sales_7422,The Technomancer,2016-01-01,Spiders,Focus Home Interactive,Xbox One,68.0,7.4,M,0
sales_7423,Guild Wars: Nightfall,2006-01-01,ArenaNet,NCSoft,Windows PC,84.0,8.7,T,0
sales_7424,Battlezone,2006-01-01,Paradigm Entertainment,Atari,PlayStation Portable (PSP),57.0,,E10+,0
sales_7425,Medal of Honor: Vanguard,2007-01-01,Electronic Arts,Electronic Arts,PlayStation 2,63.0,6.1,T,0
sales_7426,Super Monkey Ball Adventure,2006-01-01,TT Games,Sega,PlayStation 2,53.0,6.7,E,0
sales_7427,Madden NFL 07,2006-01-01,Exient Entertainment,Electronic Arts,Game Boy Advance,68.0,9.3,E,0
sales_7428,MySims,2008-01-01,EA Redwood Shores,Electronic Arts,Windows PC,70.0,6.4,E,0
sales_7429,The Sims 2: Bon Voyage,2007-01-01,Maxis,Electronic Arts,Windows PC,74.0,7.3,T,0
sales_7430,AniMates!,2007-01-01,Dreamcatcher,Lexicon Entertainment,Nintendo DS,33.0,2.5,E,0
sales_7431,Star Wars The Clone Wars: Republic Heroes,2009-01-01,"LucasArts, Krome Studios",LucasArts,Windows PC,46.0,4.7,T,0
sales_7432,The Peanuts Movie: Snoopy's Grand Adventure,2015-01-01,"Activision, Behaviour Interactive",Activision,PlayStation 4,59.0,6.6,E,0
sales_7433,Aegis of Earth: Protonovus Assault,2016-01-01,Acquire,PQube,PlayStation 4,57.0,7.8,T,0
sales_7434,Bully: Scholarship Edition,2008-01-01,"Mad Doc Software, Rockstar Vancouver",Take-Two Interactive,Windows PC,72.0,7.5,T,0
sales_7435,Justice League Heroes: The Flash,2006-01-01,WayForward,Eidos Interactive,Game Boy Advance,72.0,7.4,E10+,0
sales_7436,Metal Saga,2005-01-01,Crea-Tech,Success,PlayStation 2,62.0,7.3,T,0
sales_7437,Divinity II: Flames of Vengeance,2010-01-01,Larian Studios,DTP Entertainment,Windows PC,72.0,8.3,M,0
sales_7438,CID The Dummy,2009-01-01,Twelve Games,Oxygen Interactive,Wii,31.0,,E10+,0
sales_7439,Battlefield 2142,2006-01-01,EA DICE,Electronic Arts,Windows PC,80.0,6.8,T,0
sales_7440,Air Conflicts: Secret Wars,2011-01-01,Games Farm,bitComposer Games,Windows PC,65.0,6.4,T,0
sales_7441,My DoItAll,2009-01-01,Tomy Corporation,Tomy Corporation,Nintendo DS,60.0,,E,0
sales_7442,Lost Planet 2,2010-01-01,Capcom,Capcom,Windows PC,63.0,6.3,T,0
sales_7443,X3: Terran Conflict,2008-01-01,Egosoft,Deep Silver,Windows PC,73.0,7.9,T,0
sales_7444,Open Season,2006-01-01,Ubisoft,Ubisoft,PlayStation 2,57.0,,E10+,0
sales_7445,Agatha Christie's The ABC Murders,2016-01-01,Microids,Microids,PlayStation 4,67.0,6.2,T,0
sales_7446,Judge Dredd: Dredd Vs Death,2003-01-01,Rebellion,BAM! Entertainment,PlayStation 2,52.0,5.3,M,0
sales_7447,Ducati Moto,2008-01-01,4J Studios,Vir2L Studios,Nintendo DS,69.0,,E,0
sales_7448,Drome Racers,2003-01-01,Mobius Entertainment,THQ,Game Boy Advance,73.0,,E,0
sales_7449,SWAT 4,2005-01-01,Irrational Games,Vivendi Games,Windows PC,85.0,8.6,M,0
sales_7450,Battlefield 1942,2002-01-01,Digital Illusions,Electronic Arts,Windows PC,89.0,8.6,T,0
sales_7451,Napoleon Dynamite: The Game,2007-01-01,7 Studios,Crave Entertainment,Nintendo DS,45.0,7.3,E10+,0
sales_7452,Legend of Kay Anniversary,2015-01-01,"Neon Studios, Kaiko",Nordic Games,PlayStation 4,62.0,6.4,E10+,0
sales_7453,Duke Nukem 3D: 20th Anniversary World Tour,2016-01-01,Gearbox Software,Gearbox Software,Xbox One,70.0,,M,0
sales_7454,Dungeon Siege II,2005-01-01,Gas Powered Games,Microsoft Game Studios,Windows PC,80.0,7.9,M,0
sales_7455,Battlestations: Pacific,2009-01-01,Eidos Interactive,Eidos Interactive,Windows PC,74.0,8.4,T,0
sales_7456,ZooCube,2002-01-01,PuzzleKings,Acclaim Entertainment,Nintendo GameCube,67.0,6.1,E,0
sales_7457,GRID Autosport,2014-01-01,Codemasters,Codemasters,Windows PC,78.0,6.2,E,0
sales_7458,The Lord of the Rings: Conquest,2009-01-01,Pandemic Studios,Electronic Arts,Windows PC,57.0,6.7,T,0
sales_7459,Stake: Fortune Fighters,2003-01-01,Gameness Art Software,Metro 3D,Xbox,26.0,3.7,T,0
sales_7460,Assault Suit Leynos,2016-01-01,Dracue,Rising Star Games,PlayStation 4,67.0,,E10+,0
sales_7461,Serious Sam Advance,2004-01-01,Climax Group,Global Star,Game Boy Advance,51.0,7.2,M,0
sales_7462,Cold War,2005-01-01,Mindware Studios,DreamCatcher Interactive,Xbox,60.0,8.0,T,0
sales_7463,Steel Battalion: Line of Contact,2004-01-01,Capcom,Capcom,Xbox,70.0,8.0,T,0
sales_7464,NBA Starting Five,2002-01-01,Konami,Konami Digital Entertainment,Xbox,48.0,5.5,E,0
sales_7465,Spy Hunter: Nowhere To Run,2006-01-01,Terminal Reality,Midway Games,PlayStation 2,51.0,6.0,T,0
sales_7466,Final Fantasy XIV: Heavensward,2015-01-01,Square Enix,Square Enix,Windows PC,86.0,7.7,T,0
sales_7467,Omega Quintet,2014-01-01,Compile Heart,Compile Heart,PlayStation 4,58.0,7.1,T,0
sales_7468,Disney's Magical Quest 3 Starring Mickey and Donald,2003-01-01,Klein Computer Entertainment,Capcom,Game Boy Advance,58.0,,E,0
sales_7469,Carmen Sandiego: The Secret of the Stolen Drums,2004-01-01,Artificial Mind and Movement,BAM! Entertainment,Xbox,53.0,,E,0
sales_7470,"Ed, Edd n Eddy: The Mis-Edventures",2005-01-01,Artificial Mind and Movement,Midway Games,Xbox,56.0,7.7,E,0
sales_7471,Viva Pinata,2007-01-01,"Climax Group, Climax Studios",Microsoft Game Studios,Windows PC,78.0,7.8,E,0
sales_7472,Moto Racer DS,2008-01-01,Artefacts Studio,Nobilis,Nintendo DS,73.0,,E,0
sales_7473,Neverwinter Nights 2,2006-01-01,Obsidian Entertainment,Atari,Windows PC,82.0,6.5,T,0
sales_7474,Star Wars: Empire at War - Forces of Corruption,2006-01-01,Petroglyph,LucasArts,Windows PC,75.0,8.6,T,0
sales_7475,Jurassic Park: Operation Genesis,2003-01-01,Blue Tongue Entertainment,Vivendi Games,Windows PC,72.0,8.7,T,0
sales_7476,Warhammer Online: Age of Reckoning,2008-01-01,EA Mythic,GOA,Windows PC,86.0,7.9,T,0
sales_7477,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005-01-01,Krome Studios,Zoo Digital Publishing,Xbox,66.0,,E10+,0
sales_7478,Total Overdose: A Gunslinger's Tale in Mexico,2005-01-01,Deadline Games,Eidos Interactive,Xbox,71.0,9.2,M,0
sales_7479,AMF Xtreme Bowling,2006-01-01,"Atomic Planet Entertainment, Mud Duck Productions",Mastertronic,PlayStation 2,30.0,4.2,E,0
sales_7480,Worms,2009-01-01,Team 17,Sony Computer Entertainment,PlayStation 3,76.0,6.9,E10+,0
sales_7481,Capcom Digital Collection,2012-01-01,Capcom,Capcom,Xbox 360,65.0,5.3,T,0
sales_7482,Colin McRae Rally 2.0,2002-01-01,Spellbound,Codemasters,Game Boy Advance,80.0,,E,0
sales_7483,The Settlers: Rise of an Empire,2007-01-01,Blue Byte,Ubisoft,Windows PC,66.0,7.7,E10+,0
sales_7484,Sheep,2000-01-01,Minds-Eye Productions,Empire Interactive,PlayStation,71.0,,E,0
sales_7485,Tank Beat,2006-01-01,MileStone Inc.,Midas Interactive Entertainment,Nintendo DS,40.0,5.4,E10+,0
sales_7486,ParaWorld,2006-01-01,SEK Ost,Deep Silver,Windows PC,71.0,8.3,T,0
sales_7487,AirForce Delta Storm,2002-01-01,Konami,Konami Digital Entertainment,Game Boy Advance,71.0,,E,0
sales_7488,Ghost Pirates of Vooju Island,2009-01-01,Autumn Moon,DTP Entertainment,Windows PC,66.0,,T,0
sales_7489,Future Tactics: The Uprising,2004-01-01,Zed Two Limited,JoWood Productions,Nintendo GameCube,63.0,,T,0
sales_7490,Rengoku II:  The Stairway To H.E.A.V.E.N.,2006-01-01,Neverland,Konami Digital Entertainment,PlayStation Portable (PSP),51.0,7.6,T,0
sales_7491,Here They Lie,2016-01-01,The Tangentlemen,Sony Computer Entertainment,PlayStation 4,62.0,6.5,M,0
sales_7492,George of the Jungle and the Search for the Secret,2008-01-01,Crave,Ignition Entertainment,Wii,35.0,4.0,E,0
sales_7493,Thunderbirds,2004-01-01,Saffire,Vivendi Games,Game Boy Advance,47.0,,E,0
sales_7494,Inkheart,2009-01-01,Dreamcatcher,DreamCatcher Interactive,Nintendo DS,39.0,2.2,E,0
sales_7495,Total Immersion Racing,2002-01-01,Razorworks Studios,Empire Interactive,Xbox,60.0,,E,0
sales_7496,Luxor: The Wrath of Set,2006-01-01,MumboJumbo,Mumbo Jumbo,PlayStation Portable (PSP),60.0,,E,0
sales_7497,Demigod,2009-01-01,Gas Powered Games,Atari,Windows PC,76.0,7.9,T,0
sales_7498,Mage Knight: Destiny's Soldier,2006-01-01,Big Blue Bubble Inc.,Namco Bandai Games,Nintendo DS,59.0,7.1,E10+,0
sales_7499,Blender Bros.,2002-01-01,AI,Unknown,Game Boy Advance,73.0,,E,0
sales_7500,Stronghold Crusader Extreme,2008-01-01,FireFly Studios,Gamecock,Windows PC,45.0,6.8,T,0
sales_7501,DemiKids: Light Version,2002-01-01,Multimedia Intelligence Transfer,Atlus,Game Boy Advance,62.0,8.3,E,0
sales_7502,Cities XL 2011,2010-01-01,Monte Cristo Multimedia,Focus Home Interactive,Windows PC,70.0,5.7,E,0
sales_7503,Line Rider 2: Unbound,2008-01-01,InXile Entertainment,Deep Silver,Wii,62.0,6.4,E,0
sales_7504,SimCity Societies,2007-01-01,Tilted Mill,Electronic Arts,Windows PC,63.0,4.3,E10+,0
sales_7505,Star Trek Online,2010-01-01,Cryptic Studios,Atari,Windows PC,66.0,6.2,T,0
