id,name,releaseYear,developer,platform,series
dbpedia_42771,SimCity (1989 video game),2006-01-01,Superior Software,,SimCity
dbpedia_42774,Alone in the Dark 2 (video game),1996-01-01,Krisalis Software,macOS,Alone in the Dark
dbpedia_42775,Ace Angler,2019-01-01,Bandai Namco Entertainment,Nintendo Switch,
dbpedia_42778,The Next Big Thing (video game),2011-01-01,Pendulo Studios,Windows PC,
dbpedia_42781,Bases Loaded 3,1990-01-01,Tose (company),Nintendo Entertainment System (NES),
dbpedia_42782,Lemmings (video game),1991-01-01,Probe Entertainment,,
dbpedia_42783,Naruto Shippuden: Ultimate Ninja Storm 3,2013-01-01,CyberConnect2,Xbox One,Naruto: Ultimate Ninja
dbpedia_42784,Pitfall: The Lost Expedition,2006-01-01,Torus Games,Windows PC,Pitfall!
dbpedia_42785,Naruto: Clash of Ninja,2008-01-01,Eighting,Wii,
dbpedia_42786,The King's Bird,2019-01-01,Serenity Forge,PlayStation 4,
dbpedia_42787,Michael Jackson: The Experience,2010-01-01,Ubisoft Milan,iPadOS (iPad),
dbpedia_42791,Magicka 2,2015-01-01,,macOS,Magicka
dbpedia_42792,The Sims 2,2004-01-01,Maxis Redwood Shores,Game Boy Advance,The Sims
dbpedia_42794,Dokapon MillenniumQuest,2000-01-01,Asmik Ace Entertainment,Game Boy Color,
dbpedia_42795,Big Mutha Truckers,2003-01-01,Eutechnyx,Xbox,
dbpedia_42796,PixelJunk Monsters,2016-01-01,Double Eleven (company),macOS,PixelJunk
dbpedia_42798,Cool Cool Toon,2000-01-01,SNK,Sega Dreamcast,
dbpedia_42799,Hot Wheels Battle Force 5 (video game),2009-01-01,Sidhe (game developer),Wii,Hot Wheels
dbpedia_42800,Golf (1984 video game),1984-01-01,HAL Laboratory,Game Boy,List of Mario sports games
dbpedia_42804,The Lord of the Rings: The Return of the King (video game),2003-01-01,Beenox,,
dbpedia_42806,Madden NFL 10,2009-01-01,EA Tiburon,PlayStation Portable (PSP),Madden NFL
dbpedia_42808,Shadowrun (2007 video game),2007-01-01,FASA Interactive,Windows PC,Shadowrun
dbpedia_42811,The King of Fighters '97,1998-01-01,Code Mystics,PlayStation,The King of Fighters
dbpedia_42813,Dead Rising 2: Off the Record,2016-01-01,Capcom Vancouver,PlayStation 4,Dead Rising (series)
dbpedia_42816,Maestro! Jump in Music,2010-01-01,Neko Entertainment,iOS (iPhone),
dbpedia_42818,Master of Orion: Conquer the Stars,2016-01-01,NGD Studios,Windows PC,
dbpedia_42820,Mario's Time Machine,1994-01-01,Radical Entertainment,Windows PC,Mario (franchise)
dbpedia_42822,Athena (video game),2018-01-01,SNK,Nintendo Switch,
dbpedia_42824,Oddworld: Stranger's Wrath,2022-01-01,Oddworld Inhabitants,PlayStation Vita,Oddworld
dbpedia_42825,Caladrius (video game),2013-01-01,MOSS (company),Arcade Cabinet,
dbpedia_42828,Metro Exodus,2021-01-01,4A Games,PlayStation 5,Metro (franchise)
dbpedia_42832,FIFA Football 2004,2003-01-01,Exient Entertainment,Windows PC,FIFA (video game series)
dbpedia_42833,Serious Sam 3: BFE,2012-01-01,Croteam,Xbox One,Serious Sam
dbpedia_42834,WALL-E (video game),2008-01-01,Heavy Iron Studios,macOS,
dbpedia_42835,Medieval II: Total War,2006-01-01,Creative Assembly,iOS (iPhone),Total War (video game series)
dbpedia_42837,Wizardry: Proving Grounds of the Mad Overlord,2003-01-01,Sir-Tech,,Wizardry
dbpedia_42838,Destruction Derby 2,1997-01-01,Reflections Interactive,,
dbpedia_42839,Oddworld: Stranger's Wrath,2012-01-01,Android (operating system),PlayStation 4,Oddworld
dbpedia_42840,Risen 3: Titan Lords,2014-01-01,Piranha Bytes,Windows PC,Risen (series)
dbpedia_42841,The Sims 3,2011-01-01,Maxis,Wii,The Sims
dbpedia_42842,Fist of the North Star: Ken's Rage,2010-01-01,Tecmo Koei,PlayStation 3,List of Fist of the North Star video games
dbpedia_42843,Baldur's Gate II: Enhanced Edition,2014-01-01,Overhaul Games,macOS,Baldur's Gate (series)
dbpedia_42844,Napoleon (video game),2001-01-01,Genki (company),Game Boy Advance,
dbpedia_42845,SpyHunter,2003-01-01,Midway Games,macOS,
dbpedia_42846,Pirates of the Caribbean: At World's End (video game),2007-01-01,Eurocom,Wii,
dbpedia_42850,Dauntless (video game),2019-01-01,Phoenix Labs,PlayStation 4,
dbpedia_42852,NHL 2002,2002-01-01,Xbox (console),Game Boy Advance,NHL (video game series)
dbpedia_42855,Serious Sam: The Second Encounter,2017-01-01,Croteam,PlayStation 4,Serious Sam
dbpedia_42856,Risk (video game),1998-01-01,Sculptured Software,,
dbpedia_42857,Grand Theft Auto Online,2015-01-01,Rockstar North,Xbox 360,Grand Theft Auto
dbpedia_42858,Always Sometimes Monsters,2014-01-01,Vagabond Dog,Linux / SteamOS,
dbpedia_42859,Apollo Justice: Ace Attorney,2017-01-01,Capcom,iOS (iPhone),Ace Attorney
dbpedia_42860,In the Groove (video game),2004-01-01,Roxor Games,PlayStation 2,In the Groove (series)
dbpedia_42861,Bang! Howdy,2006-01-01,Three Rings Design,Linux / SteamOS,
dbpedia_42864,Sengoku (1991 video game),1991-01-01,Data East,,
dbpedia_42865,Carnival Games,2010-01-01,Mass Media Games,PlayStation 4,
dbpedia_42867,Megamind: Ultimate Showdown,2010-01-01,THQ Studio Australia,Nintendo DS,Megamind (franchise)
dbpedia_42868,Dragon's Crown,2013-01-01,Vanillaware,PlayStation 3,
dbpedia_42870,Carnival Games,2020-01-01,Mass Media Games,Nintendo Switch,
dbpedia_42871,Big Bash Boom,2018-01-01,Big Ant Studios,Nintendo Switch,
dbpedia_42872,Summoner (video game),2000-01-01,Volition (company),PlayStation 2,
dbpedia_42873,Vanquish (video game),2020-01-01,PlatinumGames,PlayStation 4,
dbpedia_42874,Tom Clancy's Rainbow Six 3: Raven Shield,2004-01-01,Ubisoft Montreal,Nintendo GameCube,Tom Clancy's Rainbow Six
dbpedia_42875,Super Monkey Ball (video game),2001-01-01,Amusement Vision,Arcade Cabinet,Super Monkey Ball
dbpedia_42876,MySims Kingdom,2008-01-01,EA Redwood Shores,Nintendo DS,The Sims
dbpedia_42877,F1 2020 (video game),2020-01-01,Codemasters,,F1 (video game series)
dbpedia_42878,Chaos;Head,2009-01-01,Nitroplus,Xbox 360,Science Adventure
dbpedia_42879,Panzer Dragoon (video game),2020-01-01,Team Andromeda,PlayStation 2,Panzer Dragoon
dbpedia_42880,Puyo Puyo (video game),1991-01-01,,Sega Genesis / Mega Drive,Puyo Puyo
dbpedia_42881,Creaks,2020-01-01,Amanita Design,macOS,
dbpedia_42882,Knight Rider: The Game,2002-01-01,Davilex Games,PlayStation 2,
dbpedia_42883,Tomoyo After: It's a Wonderful Life,2008-01-01,Key (company),Nintendo Switch,Clannad (video game)
dbpedia_42884,Stonehearth,2018-01-01,Radiant Entertainment,Windows PC,
dbpedia_42885,De Blob 2,2011-01-01,BlitWorks,PlayStation 4,
dbpedia_42886,Hard Drivin',1990-01-01,Tengen (company),,
dbpedia_42887,Scrabble (video game),2002-01-01,Stainless Games,,
dbpedia_42888,Sangokushi V,2006-01-01,Koei,PlayStation Portable (PSP),Romance of the Three Kingdoms (video game series)
dbpedia_42889,Curse of the Azure Bonds,,Strategic Simulations,,Gold Box
dbpedia_42890,Fruit Ninja,2012-01-01,Halfbrick Studios,Xbox One,
dbpedia_42891,Football Manager 2014,2013-01-01,Sports Interactive,Linux / SteamOS,Football Manager
dbpedia_42894,Assassin's Creed IV: Black Flag,2013-01-01,Ubisoft Montreal,Nintendo Switch,Assassin's Creed
dbpedia_42895,Barnyard (video game),2006-01-01,Halfbrick,Windows PC,
dbpedia_42897,Need for Speed III: Hot Pursuit,1998-01-01,EA Vancouver,Windows PC,Need for Speed
dbpedia_42899,Cobra Kai: The Karate Kid Saga Continues,2020-01-01,,Xbox One,The Karate Kid
dbpedia_42900,Ready 2 Rumble: Revolution,2009-01-01,Syn Sophia,Wii,
dbpedia_42901,Crypt Killer,1997-01-01,System Sacom,Arcade Cabinet,
dbpedia_42902,Kane & Lynch: Dead Men,2007-01-01,IO Interactive,Xbox 360,
dbpedia_42905,Panzer Dragoon (video game),2006-01-01,Team Andromeda,Xbox,Panzer Dragoon
dbpedia_42906,G-Force (video game),2009-01-01,Eurocom,PlayStation 3,
dbpedia_42907,Marathon 2: Durandal,2011-01-01,Freeverse,Xbox 360,Marathon Trilogy
dbpedia_42908,Risen (video game),2009-01-01,Piranha Bytes,Xbox 360,Risen (series)
dbpedia_42911,The Amazing Spider-Man (2012 video game),2012-01-01,Beenox,Nintendo DS,Spider-Man in video games
dbpedia_42912,Sudoku Challenge!,2008-01-01,Digital Leisure,Nintendo DSi,
dbpedia_42914,Wario: Master of Disguise,2015-01-01,Suzak (company),Nintendo DS,Wario (series)
dbpedia_42917,Oddworld: Stranger's Wrath,2014-01-01,IOS,Xbox,Oddworld
dbpedia_42918,Teamfight Tactics,2019-01-01,Riot Games,Android,
dbpedia_42919,"Spy Fox in ""Dry Cereal""",2014-01-01,Humongous Entertainment,Nintendo Switch,
dbpedia_42920,Popeye (video game),1982-01-01,Nintendo R&D1,,
dbpedia_42921,Darkstalkers: The Night Warriors,1994-01-01,Psygnosis,,Darkstalkers
dbpedia_42922,Dragon Age: Inquisition – Jaws of Hakkon,2015-01-01,BioWare,PlayStation 4,Dragon Age
dbpedia_42923,Mass Effect 3: Omega,2012-01-01,BioWare,PlayStation 3,Mass Effect
dbpedia_42924,Shrek Smash n' Crash Racing,2007-01-01,Torus Games,PlayStation Portable (PSP),
dbpedia_42926,Horsez,2007-01-01,MTO (video game company),PlayStation 2,Petz
dbpedia_42927,List of Monster Jam video games,2019-01-01,Rainbow Studios,iOS (iPhone),Monster Jam
dbpedia_42928,Spider-Man 3 (video game),2007-01-01,Wii,PlayStation 2,
dbpedia_42929,Top Gear Overdrive,1998-01-01,Snowblind Studios,Nintendo 64,Top Gear (video game series)
dbpedia_42931,Michael Jackson: The Experience,2012-01-01,PlayStation 3,macOS,
dbpedia_42932,Le Mans 24 Hours (video game),2002-01-01,Krome Studios Melbourne,PlayStation,Test Drive (series)
dbpedia_42933,Scrabble (video game),2001-01-01,Arc Developments,Game Boy Color,
dbpedia_42934,Die Hard: Vendetta,2002-01-01,Bits Studios,Nintendo GameCube,
dbpedia_42936,Secret Agent Clank,2009-01-01,High Impact Games,PlayStation Portable (PSP),Ratchet & Clank
dbpedia_42937,Twisted Metal: Head-On,2005-01-01,Incognito Entertainment,PlayStation 2,Twisted Metal
dbpedia_42943,Call of Duty: Modern Warfare Remastered,2016-01-01,Raven Software,,Call of Duty
dbpedia_42944,Kirby Star Allies,2018-01-01,HAL Laboratory,Nintendo Switch,Kirby (series)
dbpedia_42946,World Championship Poker,2007-01-01,Point of View (developer),Game Boy Advance,
dbpedia_42947,Bloons Tower Defense,2011-01-01,Ninja Kiwi,macOS,
dbpedia_42948,DuckTales: Remastered,2015-01-01,WayForward Technologies,PlayStation 3,
dbpedia_42949,Broken Sword: Shadow of the Templars – The Director's Cut,2009-01-01,Revolution Software,iOS (iPhone),Broken Sword
dbpedia_42950,Need for Speed: Hot Pursuit (2010 video game),2010-01-01,Criterion Games,PlayStation 3,Need for Speed
dbpedia_42952,Ashes Cricket 2009,2009-01-01,Transmission Games,Windows PC,
dbpedia_42953,Star Trek: Birth of the Federation,1999-01-01,MicroProse,Windows PC,Star Trek: The Next Generation
dbpedia_42954,The Incredible Adventures of Van Helsing,2013-01-01,NeocoreGames,PlayStation 4,
dbpedia_42956,Avatar: The Last Airbender – The Burning Earth,2007-01-01,THQ Studio Australia,Game Boy Advance,
dbpedia_42958,XCOM 2: War of the Chosen,2017-01-01,Firaxis Games,Xbox One,XCOM
dbpedia_42959,Cool Spot,1994-01-01,Virgin Interactive,,
dbpedia_42960,Viva Piñata (video game),2006-01-01,Climax Group,Windows PC,Viva Piñata
dbpedia_42961,Crystalis,1990-01-01,SNK,Nintendo Entertainment System (NES),
dbpedia_42962,Freddi Fish 3: The Case of the Stolen Conch Shell,2012-01-01,Humongous Entertainment,Android,
dbpedia_42963,Mat Hoffman's Pro BMX,2001-01-01,Runecraft (company),Game Boy Advance,
dbpedia_42965,The Walking Dead: Saints & Sinners,2020-01-01,Skydance Interactive,,The Walking Dead (franchise)
dbpedia_42967,Democracy (video game),2020-01-01,Positech Games,Linux / SteamOS,
dbpedia_42969,Scrabble (video game),2002-01-01,Arc Developments,macOS,
dbpedia_42970,Grand Theft Auto: Vice City,2010-01-01,Rockstar North,iOS (iPhone),Grand Theft Auto
dbpedia_42971,SkyDrift,2011-01-01,Digital Reality,Xbox 360,
dbpedia_42972,Grobda,1984-01-01,Namco,,List of Xevious media
dbpedia_42975,Mortal Kombat 4,1998-01-01,Eurocom,Nintendo 64,Mortal Kombat
dbpedia_42976,F1 Championship Season 2000,2000-01-01,Visual Science (game company),Game Boy Color,F1 (video game series)
dbpedia_42977,Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness,2008-01-01,Hothead Games,Xbox 360,
dbpedia_42978,NHL 10,2009-01-01,EA Canada,Xbox 360,NHL (video game series)
dbpedia_42979,Daisenryaku,1991-01-01,SystemSoft,,
dbpedia_42980,Enchanter (video game),1983-01-01,Infocom,,
dbpedia_42981,TrickStyle,1999-01-01,Criterion Games,Windows PC,
dbpedia_42985,Bound by Flame,2014-01-01,Spiders (developer),Linux / SteamOS,
dbpedia_42986,Phoenix Wright: Ace Attorney – Justice for All,2012-01-01,Capcom Production Studio 4,Xbox One,Ace Attorney
dbpedia_42988,Raiden III,2005-01-01,Seibu Kaihatsu,,Raiden (series)
dbpedia_42990,Ultima IV: Quest of the Avatar,1988-01-01,Origin Systems,,Ultima (series)
dbpedia_42993,Madden NFL Football,2011-01-01,EA Sports,Nintendo 3DS,Madden NFL
dbpedia_42997,Fate/unlimited codes,2008-01-01,Type-Moon,PlayStation 2,
dbpedia_42998,Back to the Future Part III (video game),,Probe Entertainment,,Back to the Future
dbpedia_43000,Discworld II: Missing Presumed...!?,1996-01-01,Perfect Entertainment,,Discworld
dbpedia_43001,Just Dance 2014,2013-01-01,Ubisoft Barcelona,Xbox One,Just Dance (video game series)
dbpedia_43004,Goemon: Shin Sedai Shūmei!,2002-01-01,Konami,PlayStation,Goemon (series)
dbpedia_43005,Hungry Dinosaurs,1994-01-01,Magical Company,Super Nintendo (SNES),
dbpedia_43006,Fantasy Zone II: The Tears of Opa-Opa,1988-01-01,Sega,,Fantasy Zone
dbpedia_43007,Catherine (video game),2011-01-01,Atlus,PlayStation 4,
dbpedia_43008,Another World (video game),2011-01-01,Interplay Entertainment,,
dbpedia_43009,Where in Space Is Carmen Sandiego?,,Broderbund,,Carmen Sandiego
dbpedia_43010,Gauntlet (1985 video game),1985-01-01,Tengen (company),,
dbpedia_43011,Raiden III,2011-01-01,Seibu Kaihatsu,Arcade Cabinet,Raiden (series)
dbpedia_43012,The Pinball Arcade,2016-01-01,FarSight Studios,Xbox 360,
dbpedia_43013,Kirby's Dream Course,1994-01-01,HAL Laboratory,Super Nintendo (SNES),Kirby (series)
dbpedia_43015,Joe Danger,2013-01-01,Hello Games,PlayStation Vita,
dbpedia_43016,Metal Slug 7,2018-01-01,Noise Factory,PlayStation 4,Metal Slug
dbpedia_43018,Crüe Ball,1993-01-01,NuFX,Sega Genesis / Mega Drive,
dbpedia_43019,Battle Fantasia,2009-01-01,Arc System Works,Xbox 360,
dbpedia_43020,Mobile Suit Gundam: Extreme Vs.,2021-01-01,Namco Bandai Games,Arcade Cabinet,
dbpedia_43025,Pinball FX 3,2017-01-01,Zen Studios,PlayStation 4,
dbpedia_43026,Little Busters!,2010-01-01,Key (company),PlayStation Portable (PSP),
dbpedia_43027,Bad Dudes Vs. DragonNinja,1988-01-01,Data East,,
dbpedia_43028,Star Wars Jedi Knight II: Jedi Outcast,2019-01-01,Aspyr,Nintendo Switch,Star Wars: Jedi Knight (series)
dbpedia_43029,Tetris (Electronic Arts),2011-01-01,EA Mobile,,Tetris
dbpedia_43031,Golf (1984 video game),1986-01-01,HAL Laboratory,,List of Mario sports games
dbpedia_43032,Star Conflict,2013-01-01,Targem Games,Windows PC,
dbpedia_43033,Uno (video game),2008-01-01,Nintendo Switch,,Uno (card game)
dbpedia_43034,Solomon's Key,2019-01-01,Tecmo,Game Boy,
dbpedia_43036,Fossil Fighters: Champions,2010-01-01,M2 (game developer),Nintendo DS,Fossil Fighters
dbpedia_43038,The Legend of Zelda: Ocarina of Time,2003-01-01,Nintendo EAD,Nintendo 64,The Legend of Zelda
dbpedia_43039,Formula 1 97,1997-01-01,Bizarre Creations,Windows PC,Formula One (video game series)
dbpedia_43040,Mr. Driller (video game),2009-01-01,Namco,Windows PC,Mr. Driller
dbpedia_43041,Premier Manager (video game),,Realms of Fantasy,,Premier Manager
dbpedia_43042,Quake (video game),2021-01-01,Id Software,Xbox Series X,Quake (series)
dbpedia_43043,The Sims (video game),2003-01-01,Maxis,Windows PC,The Sims
dbpedia_43044,World Series Baseball 2K3,2003-01-01,Visual Concepts,PlayStation 2,
dbpedia_43045,Far Cry 5,2018-01-01,Ubisoft Toronto,Google Stadia,Far Cry
dbpedia_43048,Star Wars: Episode III – Revenge of the Sith (video game),2005-01-01,LucasArts,Nintendo DS,
dbpedia_43050,Marvel Avengers Academy,2016-01-01,TinyCo,Android,
dbpedia_43051,The Bard's Tale (2004 video game),2013-01-01,InXile Entertainment,iOS (iPhone),The Bard's Tale
dbpedia_43052,Unmechanical,2015-01-01,Grip Games,Linux / SteamOS,
dbpedia_43053,Urban Champion,2011-01-01,Nintendo R&D1,Nintendo 3DS,
dbpedia_43054,Buzz!: The Pop Quiz,2008-01-01,Relentless Software,PlayStation 2,
dbpedia_43055,Beetlejuice (video game series),1991-01-01,Rare (company),Game Boy,
dbpedia_43056,Zenonia,2010-01-01,Gamevil,iOS (iPhone),
dbpedia_43057,Lunar Pool,1985-01-01,Compile (company),,
dbpedia_43058,Machinarium,2019-01-01,Amanita Design,Linux / SteamOS,
dbpedia_43060,SimCity (1989 video game),1990-01-01,Superior Software,,SimCity
dbpedia_43063,Remember 11: The Age of Infinity,2009-01-01,KID,,Infinity (video game series)
dbpedia_43064,Raiden (video game),1991-01-01,BlueSky Software,Atari Jaguar,Raiden (series)
dbpedia_43065,World Championship Poker,2008-01-01,Coresoft,PlayStation Portable (PSP),
dbpedia_43066,Doom II,1994-01-01,Id Software,Android,Doom (franchise)
dbpedia_43067,Castlevania: Symphony of the Night,2020-01-01,Konami Computer Entertainment Tokyo,Sega Saturn,Castlevania
dbpedia_43068,Block Breaker Deluxe,2008-01-01,Gameloft,Windows PC,
dbpedia_43070,RPG Maker,1992-01-01,Agetec,PlayStation 2,
dbpedia_43073,Memories Off 6: T-wave,2013-01-01,5pb.,PlayStation 3,Memories Off
dbpedia_43075,Solomon's Key,2018-01-01,Probe Software,Arcade Cabinet,
dbpedia_43076,Lode Runner,1983-01-01,Irem,PlayStation 3,
dbpedia_43077,Quake 4,2006-01-01,Raven Software,Windows PC,Quake (series)
dbpedia_43078,SimCity (1989 video game),1991-01-01,Babaroga (game company),,SimCity
dbpedia_43082,Dokapon Kingdom,2007-01-01,Sting Entertainment,PlayStation 2,
dbpedia_43083,DoDonPachi DaiOuJou,2002-01-01,Cave (company),iOS (iPhone),DonPachi
dbpedia_43084,Just Dance 2018,2017-01-01,Ubisoft Montreal,Xbox One,Just Dance (video game series)
dbpedia_43085,Grid Autosport,2014-01-01,Codemasters,Android,Grid (series)
dbpedia_43089,Thunder Force III,1990-01-01,Technosoft,Sega Genesis / Mega Drive,Thunder Force
dbpedia_43093,The Talos Principle,2015-01-01,Croteam,PlayStation 4,
dbpedia_43094,Hanjuku Hero,1992-01-01,Square Enix,iOS (iPhone),
dbpedia_43095,Wolfenstein 3D,2009-01-01,Id Software,Xbox 360,Wolfenstein
dbpedia_43096,Toy Story (video game),1996-01-01,Traveller's Tales,Windows PC,Toy Story (franchise)
dbpedia_43098,Magic Carpet 2,1996-01-01,Bullfrog Productions,,
dbpedia_43099,Lemmings (video game),1993-01-01,Ocean Software,,
dbpedia_43100,Shank (video game),2013-01-01,Klei Entertainment,macOS,
dbpedia_43101,Tecmo Bowl Throwback,2010-01-01,Koei Tecmo,iOS (iPhone),
dbpedia_43103,X-Men Origins: Wolverine (video game),2009-01-01,Griptonite Games,PlayStation 3,
dbpedia_43104,Max Payne (video game),2001-01-01,Remedy Entertainment,Xbox,Max Payne
dbpedia_43106,Transformers: Fall of Cybertron,2012-01-01,High Moon Studios,Xbox One,Transformers
dbpedia_43109,Super B-Daman: Battle Phoenix 64,1998-01-01,Hudson Soft,Nintendo 64,
dbpedia_43112,Guitar Hero Live,2015-01-01,FreeStyleGames,PlayStation 4,Guitar Hero
dbpedia_43113,Ben 10 Alien Force: Vilgax Attacks,2009-01-01,Wii,PlayStation Portable (PSP),Ben 10
dbpedia_43114,Doom II,2019-01-01,Id Software,,Doom (franchise)
dbpedia_43115,Lumines: Puzzle Fusion,2006-01-01,Q Entertainment,,Lumines
dbpedia_43116,The Lord of the Rings: War of the Ring,2003-01-01,Liquid Entertainment,Windows PC,The Lord of the Rings
dbpedia_43117,The 7th Guest,2010-01-01,Trilobyte (company),iOS (iPhone),
dbpedia_43118,Sid Meier's Pirates! (2004 video game),2010-01-01,Firaxis Games,Linux / SteamOS,
dbpedia_43119,Deathsmiles,2009-01-01,CAVE (company),iOS (iPhone),
dbpedia_43120,Star Wars: Battlefront (2004 video game),2005-01-01,Beenox,,Star Wars: Battlefront
dbpedia_43121,Raiden Fighters 2,,Seibu Kaihatsu,Arcade Cabinet,Raiden (series)
dbpedia_43123,Dragon Wars,1991-01-01,Interplay Productions,,
dbpedia_43124,Toonstruck,1996-01-01,EA Pacific,,
dbpedia_43126,Street Fighter Alpha 3,1998-01-01,Capcom,Arcade Cabinet,Street Fighter
dbpedia_43127,Outland (video game),2014-01-01,Housemarque,Linux / SteamOS,
dbpedia_43128,F1 (video game),1993-01-01,Lankhor,Sega Genesis / Mega Drive,
dbpedia_43129,Sega GT,2000-01-01,Tose (company),Sega Dreamcast,
dbpedia_43130,Phantasy Star Universe,2006-01-01,Sonic Team,Xbox 360,Phantasy Star
dbpedia_43131,Fall Guys,2020-01-01,Mediatonic,Nintendo Switch,
dbpedia_43132,Chaos on Deponia,2012-01-01,Daedalic Entertainment,Linux / SteamOS,
dbpedia_43135,Deadfall Adventures,2014-01-01,The Farm 51,Linux / SteamOS,
dbpedia_43136,Monster Hunter World: Iceborne,2020-01-01,Capcom,Windows PC,Monster Hunter
dbpedia_43137,Yesterday Origins,2016-01-01,Pendulo Studios,Nintendo Switch,
dbpedia_43140,King of the Monsters 2,1992-01-01,SNK,Super Nintendo (SNES),
