wiki_ref,title,launch_yr,studio,system,franchise
dbpedia_51832,Shin Onigashima,2014-01-01,Nintendo R&D4,Wii,
dbpedia_51834,Wolfenstein 3D,1992-01-01,Id Software,Game Boy Advance,Wolfenstein
dbpedia_51839,Risk (video game),1996-01-01,Zoë Mode,IOS,
dbpedia_51841,Donkey Kong (video game),1982-01-01,Nintendo Research & Development 1,Famicom/Nintendo Entertainment System,Donkey Kong
dbpedia_51842,MechWarrior 4: Vengeance,2000-01-01,FASA Interactive,Microsoft Windows,MechWarrior
dbpedia_51843,Blacklight: Retribution,2013-01-01,Hardsuit Labs,Microsoft Windows,
dbpedia_51844,De Blob 2,2018-01-01,Xbox One,Xbox 360,
dbpedia_51845,Hello Kitty: Roller Rescue,2005-01-01,XPEC Entertainment,PS2,Hello Kitty
dbpedia_51847,Rayman (video game),,Ubi Soft Milan,Playstation,Rayman
dbpedia_51848,San Francisco Rush: Extreme Racing,2006-01-01,Midway Games,Xbox,Rush (video game series)
dbpedia_51851,Batman Forever: The Arcade Game,1996-01-01,Iguana Entertainment,Arcade game,Batman (comic book)
dbpedia_51853,Mega Man X6,2001-01-01,Capcom,Switch,Mega Man X
dbpedia_51855,Daisenryaku,2005-01-01,SystemSoft Alpha,Windows 98,
dbpedia_51856,Harvest Moon DS,2005-01-01,Marvelous Interactive,DS,Story of Seasons
dbpedia_51857,Ilomilo,2010-01-01,Southend Interactive,Windows Phone 7,
dbpedia_51859,Silpheed,1986-01-01,TRS-80 Color Computer,DOS,
dbpedia_51860,The Pinball Arcade,2014-01-01,FarSight Studios,Ouya,
dbpedia_51861,Another World (video game),2014-01-01,Delphine Software International,MS-DOS,
dbpedia_51863,WRC FIA World Rally Championship,2010-01-01,Firebrand Games,Xbox 360,World Rally Championship (video game series)
dbpedia_51867,Just Dance 2014,2013-01-01,Ubisoft Barcelona,Wii U,Just Dance (video game series)
dbpedia_51868,Panzer Dragoon (video game),2006-01-01,Sega,PS2,Panzer Dragoon
dbpedia_51869,Castlevania: Lords of Shadow,2010-01-01,MercurySteam,PS3,Castlevania
dbpedia_51870,Super Mario Bros. 2,1988-01-01,Nintendo Research & Development 2,Game Boy Advance,Super Mario
dbpedia_51871,Grid (video game),2019-01-01,Codemasters,Xbox One,Grid (series)
dbpedia_51872,Bejeweled 2,2006-01-01,Oberon Media,Personal digital assistant,Bejeweled (series)
dbpedia_51874,Home Alone (video game),1992-01-01,Sega of America,Sega Genesis,
dbpedia_51875,Panzer Paladin,2020-01-01,Tribute Games,Switch,
dbpedia_51877,Observer (video game),2020-01-01,Bloober Team,Xbox One,
dbpedia_51879,Metal Gear Solid: Portable Ops,2007-01-01,Kojima Productions,PlayStation Portable,Metal Gear
dbpedia_51880,Rockman Battle & Fighters,2000-01-01,Capcom,Switch,Mega Man (original series)
dbpedia_51881,Desperados III,2020-01-01,Mimimi Games,Xbox One,Desperados (video game series)
dbpedia_51883,MapleStory Adventures,2011-01-01,Nexon Korea Corporation,Facebook,
dbpedia_51885,The Urbz: Sims in the City,2004-01-01,Maxis,Xbox,The Sims
dbpedia_51886,Hanjuku Hero,2005-01-01,Neverland (company),IOS,
dbpedia_51888,Shadow Man (video game),2022-01-01,Acclaim Studios Teesside,Nintendo 64,Shadowman (comics)
dbpedia_51891,PixelJunk Monsters,2009-01-01,Q-Games,PS3,PixelJunk
dbpedia_51892,Jet Moto 2,1997-01-01,SingleTrac,Playstation,Jet Moto
dbpedia_51893,Xenoblade Chronicles 2: Torna – The Golden Country,2018-01-01,Monolith Soft,Switch,Xenoblade Chronicles
dbpedia_51897,Tony Hawk's Project 8,2006-01-01,Neversoft,,Tony Hawk's (series)
dbpedia_51900,Krusty's Fun House,1992-01-01,Audiogenic,Amiga,
dbpedia_51902,Bloons Tower Defense,2018-01-01,Ninja Kiwi,IOS,
dbpedia_51903,Metroid (video game),1986-01-01,Intelligent Systems,Game Boy Advance,Metroid
dbpedia_51905,Ratchet & Clank Collection,2014-01-01,Mass Media Inc.,PS3,Ratchet & Clank
dbpedia_51906,Broken Sword 5: The Serpent's Curse,2014-01-01,Revolution Software,OS X,Broken Sword
dbpedia_51907,Clannad (video game),2006-01-01,Key (company),PS3,
dbpedia_51908,Madden NFL 97,1996-01-01,Stormfront Studios,Microsoft Windows,Madden NFL
dbpedia_51910,Pirates of the Caribbean Online,2007-01-01,Disney Online,Mac OS X,List of Pirates of the Caribbean video games
dbpedia_51911,List of Monster Jam video games,2014-01-01,Virtuos,Switch,Monster Jam
dbpedia_51912,Super Monaco GP,1989-01-01,Sega,Arcade game,
dbpedia_51913,Shinobi (1987 video game),,Sega AM1,MSX,Shinobi (series)
dbpedia_51914,MLB 14: The Show,2014-01-01,San Diego Studio,PlayStation Vita,MLB: The Show (series)
dbpedia_51915,Ys II: Ancient Ys Vanished – The Final Chapter,1988-01-01,Nihon Falcom,X1 (computer),Ys (series)
dbpedia_51916,Resident Evil Zero,2002-01-01,Capcom,Xbox 360,Resident Evil
dbpedia_51917,A Way Out (video game),2018-01-01,Hazelight Studios,Microsoft Windows,
dbpedia_51918,Alone in the Dark 2 (video game),1996-01-01,Infogrames Multimedia,NEC PC-9801,Alone in the Dark
dbpedia_51919,Final Fantasy IV: The After Years,2013-01-01,Matrix Software,Mobile phone,Final Fantasy
dbpedia_51920,James Bond 007: Nightfire,2002-01-01,JV Games,Microsoft Windows,James Bond in video games
dbpedia_51921,Blades of Steel,1988-01-01,Konami,MS-DOS,
dbpedia_51922,Realms of Chaos (video game),1995-01-01,3D Realms,DOS,
dbpedia_51923,NBA 2K13,2012-01-01,Visual Concepts,PS3,NBA 2K
dbpedia_51924,Morita Shogi 64,1998-01-01,Seta (company),Nintendo 64,
dbpedia_51926,The Ico & Shadow of the Colossus Collection,2011-01-01,Bluepoint Games,PS3,
dbpedia_51929,Football Manager 2009,2008-01-01,Sports Interactive,Microsoft Windows,Football Manager
dbpedia_51930,MotoHeroz,2011-01-01,RedLynx,Android (operating system),
dbpedia_51932,Cleopatra Fortune,2022-01-01,Taito,PS4,
dbpedia_51933,Shinobi (1987 video game),,Sega AM1,Wii,Shinobi (series)
dbpedia_51935,"Spy Fox in ""Dry Cereal""",2014-01-01,Humongous Entertainment,Microsoft Windows,
dbpedia_51938,Boogie (video game),2007-01-01,EA Montreal,Wii,
dbpedia_51940,Doom II,2012-01-01,Id Software,Tapwave Zodiac,Doom (franchise)
dbpedia_51941,Final Fantasy VII G-Bike,2014-01-01,CyberConnect2,IOS,Final Fantasy
dbpedia_51942,Lemmings (video game),1991-01-01,3DO Interactive Multiplayer,Classic Mac OS,
dbpedia_51945,X-Men: Next Dimension,2002-01-01,Paradox Development,GameCube,
dbpedia_51946,Quake (video game),1998-01-01,Id Software,MS-DOS,Quake (series)
dbpedia_51947,FIFA 99,1998-01-01,EA Vancouver,Microsoft Windows,FIFA (video game series)
dbpedia_51949,World of Tanks,2010-01-01,Wargaming (company),Android (operating system),
dbpedia_51951,Street Fighter III: 3rd Strike,2000-01-01,Iron Galaxy Studios,PS3,Street Fighter
dbpedia_51952,Fish Tycoon,2004-01-01,Last Day of Work,IOS (Apple),
dbpedia_51953,Chaos Rings (video game),2010-01-01,Media.Vision,IOS,Chaos Rings
dbpedia_51954,Bejeweled 2,2008-01-01,Oberon Media,Windows Mobile,Bejeweled (series)
dbpedia_51957,Flying Heroes,2000-01-01,Pterodon (company),Windows 2000,
dbpedia_51959,Lego Harry Potter: Years 1–4,2010-01-01,Double Eleven (company),DS,Lego Harry Potter
dbpedia_51960,3D Brick Breaker Revolution,2010-01-01,Digital Chocolate,Windows Phone 7,Brick Breaker
dbpedia_51962,The Pinball Arcade,2012-01-01,FarSight Studios,Wii U,
dbpedia_51963,Bookworm (video game),2003-01-01,PopCap Games,Personal digital assistant,
dbpedia_51964,Unreal Tournament,2001-01-01,Epic Games,Microsoft Windows,Unreal (video game series)
dbpedia_51967,Never 7: The End of Infinity,2012-01-01,KID,Microsoft Windows,Infinity (video game series)
dbpedia_51968,The Legend of Zelda: A Link to the Past,1991-01-01,Nintendo Entertainment Analysis & Development,Super Nintendo,The Legend of Zelda
dbpedia_51969,Borderlands 3,2019-01-01,Gearbox Software,PlayStation 5,Borderlands (series)
dbpedia_51970,Daisenryaku,2007-01-01,SystemSoft,DS,
dbpedia_51971,Final Fantasy (video game),2011-01-01,Square (video game company),PlayStation Portable,Final Fantasy
dbpedia_51973,SpyHunter,2002-01-01,Midway Games,PS2,
dbpedia_51976,Grand Theft Auto: Chinatown Wars,2009-01-01,Rockstar North,DS,Grand Theft Auto
dbpedia_51977,Enclave (video game),2002-01-01,Starbreeze Studios,Xbox One,
dbpedia_51978,Transformers: Rise of the Dark Spark,2014-01-01,WayForward,3DS,Transformers
dbpedia_51979,TimeSplitters: Future Perfect,2005-01-01,Free Radical Design,PS2,TimeSplitters
dbpedia_51981,MotoGP: Ultimate Racing Technology,2003-01-01,Black Rock Studio,Game Boy Advance,
dbpedia_51983,Tropico 3,2018-01-01,Feral Interactive,Microsoft Windows,Tropico (video game)
dbpedia_51984,MLB Power Pros,2007-01-01,Konami,PS2,Power Pros
dbpedia_51985,Mr. Driller (video game),2004-01-01,Namco,Playstation,Mr. Driller
dbpedia_51988,Putt-Putt Travels Through Time,1997-01-01,Humongous Entertainment,Microsoft Windows,
dbpedia_51990,Assassin's Creed: Brotherhood,2010-01-01,Ubisoft Montreal,PS3,Assassin's Creed
dbpedia_51991,Ultima V: Warriors of Destiny,,Origin Systems,DOS,Ultima (series)
dbpedia_51992,Wishbringer,1985-01-01,Infocom,Apple II series,
dbpedia_51993,ChuChu Rocket!,2011-01-01,Sonic Team,IOS,
dbpedia_51995,Joe Danger 2: The Movie,2012-01-01,Hello Games,Linux,
dbpedia_52000,FIFA Football 2005,2004-01-01,EA Canada,PlayStation Portable,FIFA (video game series)
dbpedia_52001,MLB 2K13,2013-01-01,Visual Concepts,PS3,MLB 2K
dbpedia_52002,Pac-Man Vs.,2003-01-01,Namco,GameCube,List of Pac-Man video games
dbpedia_52004,Mister Mosquito,2001-01-01,Zoom (video game company),PS2,
dbpedia_52005,Serious Sam: The First Encounter,2001-01-01,Croteam,Google Stadia,Serious Sam
dbpedia_52007,Tom Clancy's Rainbow 6: Patriots,,Ubisoft Toronto,PS4,Tom Clancy's Rainbow Six
dbpedia_52008,Myth III: The Wolf Age,2001-01-01,MumboJumbo,Microsoft Windows,Myth (series)
dbpedia_52009,Chariots of War,2003-01-01,Slitherine Strategies,Microsoft Windows,
dbpedia_52011,The Bard's Tale (2004 video game),2011-01-01,InXile Entertainment,OS X,The Bard's Tale
dbpedia_52012,Air (video game),2016-01-01,Key (company),Switch,
dbpedia_52017,Danganronpa 2: Goodbye Despair,2013-01-01,Spike Chunsoft,,Danganronpa
dbpedia_52019,The SpongeBob SquarePants Movie (video game),2004-01-01,Aspyr,Microsoft Windows,SpongeBob SquarePants video games
dbpedia_52020,Doom (1993 video game),2006-01-01,Id Software,NeXTSTEP,Doom (franchise)
dbpedia_52021,Scrabble (video game),2015-01-01,Ubisoft Chengdu,DS,
dbpedia_52023,Alien Storm,1991-01-01,Sega,Commodore 64,
dbpedia_52026,Titanfall (video game),2014-01-01,Respawn Entertainment,Windows,Titanfall
dbpedia_52027,Rhythm ’n Notes: Improve Your Music Skills,2006-01-01,Success (company),Microsoft Windows,
dbpedia_52031,List of Monster Jam video games,2017-01-01,Rainbow Studios,DS,Monster Jam
dbpedia_52034,Trojan (video game),1986-01-01,Capcom,MS-DOS,
dbpedia_52036,Trials Rising,2019-01-01,Ubisoft Kyiv,Google Stadia,Trials (series)
dbpedia_52037,Ben 10: Omniverse (video game),2012-01-01,Vicious Cycle Software,PS3,Ben 10
dbpedia_52038,Mighty Morphin Power Rangers: The Movie (video game),1995-01-01,"SIMS Co., Ltd.",Super Nintendo,Power Rangers
dbpedia_52041,Rainbow Moon,2013-01-01,SideQuest Studios,PS4,
dbpedia_52042,Earthworm Jim (video game),1996-01-01,Rainbow Arts,Super Nintendo,Earthworm Jim
dbpedia_52043,Dissidia Final Fantasy NT,2015-01-01,Team Ninja,Arcade game,Final Fantasy
dbpedia_52047,Dragon Knight (video game),1995-01-01,NEC Avenue,NEC PC-8801,Dragon Knight (series)
dbpedia_52048,Prince of Persia (1989 video game),1989-01-01,Game Gear,Apple II series,
dbpedia_52049,SimCity (1989 video game),1989-01-01,Babaroga (game company),Super Nintendo,SimCity
dbpedia_52050,Beatmania IIDX 7th Style,2004-01-01,Konami Computer Entertainment Japan,Arcade game,Beatmania IIDX
dbpedia_52051,Little Nightmares II,2021-01-01,Tarsier Studios,Switch,
dbpedia_52052,Record of Agarest War Zero,2009-01-01,Idea Factory,IOS,
dbpedia_52053,Carnival Games,2018-01-01,Cat Daddy Games,IOS,
dbpedia_52054,Sonic the Hedgehog: Triple Trouble,1994-01-01,"Aspect Co., Ltd.",Game Gear,Sonic the Hedgehog
dbpedia_52056,RollerCoaster Tycoon 2,2002-01-01,Chris Sawyer,Microsoft Windows,RollerCoaster Tycoon
dbpedia_52060,Dunamis 15,2012-01-01,5pb.,PS3,
dbpedia_52062,Panzer Dragoon (video game),2006-01-01,Team Andromeda,Switch,Panzer Dragoon
dbpedia_52063,The Legend of Zelda LCD games,2021-01-01,Nintendo Research & Development 1,Game and Watch,The Legend of Zelda
dbpedia_52064,Assassin's Creed III: Liberation,2021-01-01,Ubisoft Sofia,PS4,Assassin's Creed
dbpedia_52065,Silent Scope (video game),2000-01-01,Konami,Mobile phone,Silent Scope
dbpedia_52066,Team Fortress 2,2010-01-01,Valve Corporation,Windows,
dbpedia_52067,Need for Speed: Carbon,2006-01-01,Rovio Mobile,Mac OS X,Need for Speed
dbpedia_52070,Transformers: Dark of the Moon (video game),2011-01-01,Nintendo 3DS,Xbox 360,
dbpedia_52071,Akai Ito (video game),2004-01-01,Success Corporation,Microsoft Windows,
dbpedia_52072,Nicktoons Racing,,Crawfish Interactive,Game Boy Color,Nicktoons
dbpedia_52073,Resident Evil 6,2012-01-01,Capcom,Windows,Resident Evil
dbpedia_52074,Rhythm Thief & the Emperor's Treasure,2013-01-01,Sega,IOS,
dbpedia_52075,Cocoto Kart Racer,2008-01-01,Neko Entertainment,IOS,
dbpedia_52078,Rayman (video game),,Ubi Soft Milan,DSi,Rayman
dbpedia_52079,3D Construction Kit,1991-01-01,Domark,Amstrad CPC,
dbpedia_52083,Valis: The Fantasm Soldier,1986-01-01,Wolf Team,FM-7,Valis (video game series)
dbpedia_52086,Steel Diver,2014-01-01,Nintendo EAD,3DS,
dbpedia_52087,Insurgency: Modern Infantry Combat,2007-01-01,,OS X,Insurgency (video game)
dbpedia_52088,Bloons Tower Defense,2018-01-01,Ninja Kiwi,Microsoft Windows,
dbpedia_52089,Majesty: The Fantasy Kingdom Sim,2000-01-01,HeroCraft,Linux,
dbpedia_52091,Turok: Dinosaur Hunter,1997-01-01,Iguana Entertainment,Mac OS X,Turok (video game series)
dbpedia_52093,Wizardry: Proving Grounds of the Mad Overlord,1985-01-01,Sir-Tech,PC-9800 series,Wizardry
dbpedia_52094,Alone in the Dark 2 (video game),1996-01-01,Infogrames Multimedia,Mac OS,Alone in the Dark
dbpedia_52095,Cho Aniki Zero,2009-01-01,,Android (operating system),Cho Aniki
dbpedia_52096,Dragon Knight 4,1997-01-01,ELF Corporation,PC-FX,Dragon Knight (hentai)
dbpedia_52097,ESPN NFL 2K5,2004-01-01,Visual Concepts,PS2,NFL 2K
dbpedia_52098,XIII (2003 video game),2003-01-01,Ubisoft Paris,OS X,
dbpedia_52099,L'Empereur,1991-01-01,Koei,Sharp X68000,
dbpedia_52102,Rabbids Big Bang,2013-01-01,Ubisoft Milan,IOS (Apple),Raving Rabbids
dbpedia_52103,Naruto Shippuden: Ultimate Ninja Storm Revolution,2014-01-01,CyberConnect2,Microsoft Windows,Naruto: Ultimate Ninja
dbpedia_52104,Hamtaro (video game series),2005-01-01,AlphaDream,Microsoft Windows,
dbpedia_52106,List of Ghostbusters video games,2002-01-01,Magic Pockets,Game Boy Advance,Ghostbusters (franchise)
dbpedia_52107,Moonmist,1986-01-01,Infocom,Atari ST,
dbpedia_52108,Sonic Heroes,2012-01-01,Sonic Team USA,Windows,Sonic the Hedgehog
dbpedia_52109,Family Pirate Party,2009-01-01,Arc System Works,Wii,
dbpedia_52110,Uno (video game),2010-01-01,Carbonated Games,Android (operating system),Uno (card game)
dbpedia_52111,Hotel Mario,1994-01-01,,CD-i,Mario (franchise)
dbpedia_52113,Uno (video game),2020-01-01,Carbonated Games,WiiWare,Uno (card game)
dbpedia_52115,2002 FIFA World Cup (video game),2002-01-01,Intelligent Games,Playstation,FIFA World Cup video games
dbpedia_52117,Puyo Puyo Champions,2018-01-01,Sonic Team,PS4,Puyo Puyo
dbpedia_52121,Forza Motorsport 2,2007-01-01,Turn 10 Studios,Xbox 360,Forza
dbpedia_52122,Myst Online: Uru Live,2010-01-01,Cyan Worlds,Microsoft Windows,Myst (series)
dbpedia_52123,Far Cry 3: Blood Dragon,2021-01-01,Ubisoft Montreal,Xbox 360,Far Cry
dbpedia_52125,Cars 2 (video game),2013-01-01,,Xbox 360,Cars (franchise)
dbpedia_52128,Creaks,2020-01-01,Amanita Design,Xbox One,
dbpedia_52129,Berzerk (video game),1980-01-01,Stern (game company),Vectrex,
dbpedia_52131,Fez (video game),2021-01-01,Polytron Corporation,Xbox 360,
dbpedia_52132,Sonic Dash,2013-01-01,Hardlight,,Sonic the Hedgehog
dbpedia_52135,Dishonored: Death of the Outsider,2017-01-01,Arkane Studios,Microsoft Windows,Dishonored (series)
dbpedia_52136,The Hitchhiker's Guide to the Galaxy (video game),1984-01-01,Infocom,Adobe Flash,
dbpedia_52137,Flushed Away (video game),2006-01-01,Monkey Bar Games,Game Boy Advance,
dbpedia_52138,Immaterial and Missing Power,2004-01-01,Twilight Frontier,Microsoft Windows,Touhou Project
dbpedia_52140,Fieldrunners,2012-01-01,Subatomic Studios,DSi,
dbpedia_52141,RPG Maker VX,2010-01-01,Enterbrain,Windows 2000,RPG Maker (series)
dbpedia_52142,Deep Dungeon,1988-01-01,HummingBirdSoft,Nintendo Entertainment System,
dbpedia_52146,Bionicle (video game),2003-01-01,Argonaut Sheffield,MacOS,
dbpedia_52147,Gunbird,2015-01-01,Psikyo,Yahoo Mobile,
dbpedia_52148,Race Drivin',1992-01-01,Atari Games,Playstation,
dbpedia_52149,Theme Park (video game),1995-01-01,Bullfrog Productions,3DO Interactive Multiplayer,
dbpedia_52150,Tom Clancy's Rainbow 6: Patriots,,Ubisoft Montreal,Xbox One,Tom Clancy's Rainbow Six
dbpedia_52158,Fortnite: Save the World,2020-01-01,Epic Games,,Fortnite
dbpedia_52159,Theme Park (video game),2007-01-01,EA Japan,Super Nintendo,
dbpedia_52160,Botanicula,2014-01-01,Amanita Design,Linux,
dbpedia_52164,XGRA: Extreme G Racing Association,2003-01-01,Acclaim Studios Cheltenham,Xbox,
dbpedia_52165,List of Monster Jam video games,2010-01-01,Ubi Soft Barcelona,DS,Monster Jam
dbpedia_52166,Strider 2 (1999 video game),2014-01-01,Capcom,Playstation,
dbpedia_52168,Asphalt 9: Legends,2019-01-01,,IPadOS,Asphalt (series)
dbpedia_52170,Angry Birds (video game),2009-01-01,Rovio Entertainment,IOS,Angry Birds
dbpedia_52171,Red Faction (video game),2001-01-01,Volition (company),Classic Mac OS,Red Faction
dbpedia_52173,Killing Floor 2,2016-01-01,Saber Interactive,Xbox One,
dbpedia_52174,TypeShift,2017-01-01,Zach Gage,Android (operating system),
dbpedia_52177,Michael Jackson: The Experience,2015-01-01,Ubisoft Montpellier,IPad 2,
dbpedia_52178,Marvel Super Hero Squad (video game),2009-01-01,Mass Media Games,Wii,Marvel Super Hero Squad
dbpedia_52179,Ciconia When They Cry,2019-01-01,07th Expansion,MacOS,
dbpedia_52180,Jonah Lomu Rugby,1997-01-01,Rage Software,MS-DOS,
dbpedia_52182,Captain Planet and the Planeteers (video game),1992-01-01,Chris Gray Enterprises,Nintendo Entertainment System,
dbpedia_52184,FIFA 09,2008-01-01,HB Studios,DS,FIFA (video game series)
dbpedia_52185,The Mage's Tale,2019-01-01,InXile Entertainment,Microsoft Windows,The Bard's Tale
dbpedia_52186,Double Dragon (video game),,Arc System Works,Xbox 360,Double Dragon
dbpedia_52189,3D Construction Kit,1991-01-01,Domark,Acorn Archimedes,
dbpedia_52190,Michael Jackson: The Experience,2012-01-01,Ubisoft Sao Paulo,Xbox 360,
dbpedia_52191,Attack on Titan 2,2018-01-01,Omega Force,Switch,Attack on Titan
dbpedia_52192,NHL 96,1995-01-01,EA Tiburon,Game Boy,NHL (video game series)
dbpedia_52193,Bokosuka Wars,1985-01-01,ASCII (company),Nintendo Entertainment System,
dbpedia_52194,Back Track,2001-01-01,JV Games,Microsoft Windows,
dbpedia_52196,Jack Keane (video game),2007-01-01,Deck13 Interactive,Mac OS X,
dbpedia_52197,Enchanter (video game),1983-01-01,Infocom,PC-9800 series,
dbpedia_52198,Carnivores: Ice Age,2001-01-01,Action Forms,Microsoft Windows,Carnivores (series)
dbpedia_52199,The Lord of the Rings: Aragorn's Quest,2010-01-01,Headstrong Games,DS,
dbpedia_52201,Def Jam: Fight for NY,2005-01-01,Syn Sophia,Xbox,
dbpedia_52202,Unkilled,2015-01-01,Madfinger Games,Windows Phone,
dbpedia_52203,Superstars V8 Racing,2009-01-01,Milestone srl,PS3,
dbpedia_52205,Paws and Claws: Pet Vet,2009-01-01,Radon Labs,IOS,
dbpedia_52207,NFL GameDay 2002,2001-01-01,989 Studios,Playstation,NFL GameDay (video game series)
dbpedia_52212,Syberia (video game),2017-01-01,Microïds,PS3,Syberia
dbpedia_52214,The Last Blade 2,1998-01-01,SNK,Microsoft Windows,The Last Blade
dbpedia_52215,Cookie Run: Kingdom,2021-01-01,Devsisters,IOS,
dbpedia_52216,Super Puzzle Fighter II Turbo,1996-01-01,Capcom,Game Boy Advance,
dbpedia_52217,Fruit Ninja,2012-01-01,Halfbrick Studios,Bada (operating system),
dbpedia_52218,Crystalis,2000-01-01,Digital Eclipse,Game Boy Color,
dbpedia_52219,Last Hope (video game),2006-01-01,NGDEV,Dreamcast,
dbpedia_52220,Lumines: Puzzle Fusion,2007-01-01,Q Entertainment,PlayStation Portable,Lumines
dbpedia_52221,Adventures in the Magic Kingdom,1992-01-01,Capcom,Nintendo Entertainment System,
