Attribute_1,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,sales
sales_6916,Crime Life: Gang Wars,2005-01-01,Hothouse Creations,Konami Digital Entertainment,Xbox,30,3.4,M,0
sales_6917,Rugby 2005,2005-01-01,HB Studios Multimedia,Electronic Arts,Xbox,75,7.7,E,0
sales_6918,"Warhammer 40,000: Dawn of War",2004-01-01,Relic,THQ,PC,86,8.8,M,0
sales_6919,Taito Legends,2005-01-01,Empire Oxford,Empire Interactive,Xbox,74,,T,0
sales_6920,Rock 'N Roll Racing,2003-01-01,Mass Media,Activision,Game Boy Advance,80,9.4,E,0
sales_6921,Silhouette Mirage,1998-01-01,Treasure,ESP,Playstation,69,7.5,E,0
sales_6922,Dynasty Warriors Vol. 2,2006-01-01,Omega Force,Tecmo Koei,Playstation Portable,57,8.1,T,0
sales_6923,Freelancer,2003-01-01,Digital Anvil,Microsoft Game Studios,PC,85,9.0,T,0
sales_6924,LEGO Indiana Jones 2: The Adventure Continues,2009-01-01,Traveller's Tales,Activision,PC,66,8.0,E10+,0
sales_6925,American Bass Challenge,2001-01-01,Starfish,Starfish,Game Boy Advance,69,,E,0
sales_6926,American Chopper 2: Full Throttle,2005-01-01,Creat Studios,Activision,GameCube,54,,T,0
sales_6927,Rugby 06,2006-01-01,EA Canada,Electronic Arts,PS2,70,7.8,E,0
sales_6928,Fatal Frame II: Crimson Butterfly Director's Cut,2004-01-01,Tecmo,Microsoft Game Studios,Xbox,84,8.3,M,0
sales_6929,2002 FIFA World Cup,2002-01-01,EA Sports,Electronic Arts,GameCube,78,7.7,E,0
sales_6930,The Lord of the Rings: The Battle for Middle-Earth II,2006-01-01,EA LA,Electronic Arts,Xbox 360,79,7.5,T,0
sales_6931,Need for Speed Carbon,2006-01-01,Black Box,Electronic Arts,PC,78,7.2,E10+,0
sales_6932,Colin McRae Rally 2005,2004-01-01,Codemasters,Codemasters,Xbox,83,7.5,E,0
sales_6933,Saiyuki: Journey West,1999-01-01,Koei,Tecmo Koei,Playstation,73,7.1,E,0
sales_6934,MTX Mototrax,2006-01-01,Left Field Productions,Activision,Playstation Portable,67,,E,0
sales_6935,Ribbit King,2003-01-01,Bandai,Atari,GameCube,60,,E,0
sales_6936,Summoner: A Goddess Reborn,2003-01-01,Cranky Pants Games,THQ,GameCube,72,,T,0
sales_6937,Empire Earth,2001-01-01,Stainless Steel Studios,Vivendi Games,PC,81,8.2,T,0
sales_6938,DuckTales: Remastered,2013-01-01,WayForward,Capcom,PS3,75,7.4,E,0
sales_6939,Worms Reloaded,2010-01-01,Team 17,Team17 Software,PC,79,6.8,E10+,0
sales_6940,ESPN Great Outdoor Games Bass 2002,2001-01-01,KCEO,Konami Digital Entertainment,Game Boy Advance,57,,E,0
sales_6941,StarCraft,1998-01-01,Blizzard Entertainment,Activision,PC,88,9.1,T,0
sales_6942,World Championship Pool 2004,2004-01-01,Blade Interactive,Jaleco,PS2,60,6.7,E,0
sales_6943,Punch King,2002-01-01,Full-Fat,Acclaim Entertainment,Game Boy Advance,58,,E,0
sales_6944,V-Rally 3,2002-01-01,Velez & Dubail,Atari,Game Boy Advance,82,,E,0
sales_6945,B-Boy,2006-01-01,FreeStyleGames,Sony Computer Entertainment,Playstation Portable,50,7.8,T,0
sales_6946,Kakuto Chojin,2002-01-01,DreamFactory,Microsoft Game Studios,Xbox,46,7.2,T,0
sales_6947,Robotech: Invasion,2004-01-01,Vicious Cycle,Global Star,Xbox,59,,T,0
sales_6948,Need for Speed Underground,2003-01-01,Black Box,Electronic Arts,PC,82,8.3,E,0
sales_6949,Frogger: Ancient Shadow,2005-01-01,Hudson Soft,Konami Digital Entertainment,GameCube,54,,E,0
sales_6950,Moon,2009-01-01,Renegade Kid,Mastiff,DS,71,7.4,T,0
sales_6951,Snoopy vs the Red Baron,2006-01-01,Smart Bomb Interactive,Namco Bandai Games,Playstation Portable,76,7.8,E10+,0
sales_6952,Virtua Tennis 3,2007-01-01,Sumo Digital,Sega,Playstation Portable,79,7.7,E,0
sales_6953,Raze's Hell,2005-01-01,Artech Studios,Majesco Entertainment,Xbox,71,8.1,M,0
sales_6954,Far Cry,2004-01-01,Crytek,Ubisoft,PC,89,8.1,M,0
sales_6955,Hoshigami: Ruining Blue Earth,2001-01-01,Max Five,Max Five,Playstation,62,8.7,E,0
sales_6956,GunPey DS,2006-01-01,Q Entertainment,Atari,DS,70,,E,0
sales_6957,NightCaster II: Equinox,2002-01-01,Jaleco Entertainment,Jaleco,Xbox,46,7.0,T,0
sales_6958,Ship Simulator Extremes,2010-01-01,VSTEP,Paradox Interactive,PC,49,6.2,E,0
sales_6959,Time Crisis: Project Titan,2001-01-01,Flying Tiger Development,Namco Bandai Games,Playstation,71,6.7,T,0
sales_6960,Ys: The Ark of Napishtim,2006-01-01,Konami Software Shanghai,Konami Digital Entertainment,Playstation Portable,64,7.3,E10+,0
sales_6961,Pro Evolution Soccer 2017,2016-01-01,Konami,Konami Digital Entertainment,XOne,87,6.1,E,0
sales_6962,FIFA Soccer 10,2009-01-01,EA Sports,Electronic Arts,PC,72,3.8,E,0
sales_6963,Tom Clancy's Rainbow Six: Lockdown,2005-01-01,"Red Storm Entertainment, Ubisoft Montreal",Ubisoft,GameCube,72,7.8,M,0
sales_6964,Full Spectrum Warrior: Ten Hammers,2006-01-01,Pandemic Studios,THQ,Xbox,69,,M,0
sales_6965,The Sims,2000-01-01,Maxis,Electronic Arts,PC,92,7.9,T,0
sales_6966,FIFA Manager 12,2011-01-01,Bright Future GmbH,Electronic Arts,PC,72,3.9,E,0
sales_6967,Gitaroo Man,2001-01-01,Koei/Inis,THQ,PS2,82,8.7,E,0
sales_6968,Super Bubble Pop,2003-01-01,Runecraft,Jaleco,GameCube,54,,E,0
sales_6969,Cabela's Trophy Bucks,2007-01-01,FUN Labs,Activision Value,Xbox 360,39,3.0,T,0
sales_6970,XCOM 2,2016-01-01,Firaxis Games,Take-Two Interactive,XOne,87,8.1,T,0
sales_6971,Yaiba: Ninja Gaiden Z,2014-01-01,"Spark Unlimited, comcept",Tecmo Koei,Xbox 360,50,5.3,M,0
sales_6972,Rock of the Dead,2010-01-01,Epicenter Studios,Conspiracy Entertainment,Xbox 360,48,4.8,T,0
sales_6973,Big Air Freestyle,2002-01-01,Paradigm Entertainment,Atari,GameCube,56,,T,0
sales_6974,Mike Tyson Heavyweight Boxing,2002-01-01,Atomic Planet Entertainment,Codemasters,Xbox,37,,T,0
sales_6975,Code Lyoko,2007-01-01,DC Studios,Game Factory,DS,63,6.8,E10+,0
sales_6976,Pool Party,2007-01-01,SouthPeak Games,SouthPeak Games,Wii,32,0.7,E,0
sales_6977,Rapala Fishing Frenzy 2009,2008-01-01,FUN Labs,Activision,Xbox 360,41,7.2,E,0
sales_6978,Company of Heroes,2006-01-01,Relic,THQ,PC,93,8.8,M,0
sales_6979,Wonder World Amusement Park,2008-01-01,Coyote Console,Majesco Entertainment,Wii,37,4.5,E,0
sales_6980,Ride 2,2016-01-01,Milestone S.r.l,Milestone S.r.l,PS4,71,8.0,E,0
sales_6981,Wing Island,2006-01-01,CAProduction,Konami Digital Entertainment,Wii,47,4.9,E,0
sales_6982,Silent Hunter: Wolves of the Pacific,2007-01-01,Ubisoft Romania,Ubisoft,PC,79,6.9,T,0
sales_6983,Wrath Unleashed,2004-01-01,Double Helix Games,LucasArts,Xbox,69,7.0,T,0
sales_6984,March of the Penguins,2006-01-01,SkyRiver Studios,Zoo Digital Publishing,DS,34,1.7,E,0
sales_6985,Professor Heinz Wolff's Gravity,2008-01-01,Deep Silver,Deep Silver,DS,53,,E,0
sales_6986,Double Dragon Advance,2003-01-01,Million,Atlus,Game Boy Advance,75,8.4,T,0
sales_6987,Color Cross,2008-01-01,Rising Star Games,Rising Star Games,DS,72,,E,0
sales_6988,The Bible Game,2005-01-01,Crave,Crave Entertainment,Xbox,60,2.7,E,0
sales_6989,Bubble Bobble Revolution,2005-01-01,Taito Corporation,Atari,DS,38,6.2,E,0
sales_6990,Yager,2003-01-01,Yager,THQ,Xbox,70,9.3,T,0
sales_6991,Root Letter,2016-01-01,Kadokawa,PQube,Playstation Vita,78,7.8,M,0
sales_6992,Futurama,2003-01-01,UDS,SCi,Xbox,58,6.9,T,0
sales_6993,Supreme Commander,2007-01-01,Gas Powered Games,THQ,PC,86,8.3,E10+,0
sales_6994,Pool Hall Pro,2009-01-01,Icon Games,Playlogic Game Factory,Wii,62,5.3,E,0
sales_6995,Wolfenstein,2009-01-01,"id Software, Raven Software",Activision,PC,74,7.3,M,0
sales_6996,Microsoft Train Simulator,2001-01-01,Kuju Entertainment,Microsoft Game Studios,PC,84,8.4,E,0
sales_6997,Activision Anthology,2003-01-01,Aspyr,Activision,Game Boy Advance,79,,E,0
sales_6998,Resident Evil 6,2016-01-01,Capcom,Capcom,XOne,63,6.3,M,0
sales_6999,Trigger Man,2004-01-01,Point of View,Crave Entertainment,Xbox,31,,T,0
sales_7000,Assassin's Creed: Altair's Chronicles,2008-01-01,Gameloft,Ubisoft,DS,58,6.3,T,0
sales_7001,Bad Boys: Miami Takedown,2004-01-01,Blitz Games,Empire Interactive,GameCube,35,2.0,M,0
sales_7002,Fantastic Four: Rise of the Silver Surfer,2007-01-01,7 Studios,Take-Two Interactive,Wii,39,5.9,T,0
sales_7003,Pony Friends,2007-01-01,Tantalus Interactive,Eidos Interactive,DS,67,6.6,E,0
sales_7004,Looney Tunes: Cartoon Conductor,2008-01-01,Amaze Entertainment,Eidos Interactive,DS,67,,E,0
sales_7005,Art of Fighting Anthology,2006-01-01,SNK Playmore,Crave Entertainment,PS2,60,7.0,T,0
sales_7006,Ford Bold Moves Street Racing,2006-01-01,Razorworks,Xplosiv,Playstation Portable,52,,E,0
sales_7007,Sébastien Loeb Rally Evo,2016-01-01,Milestone S.r.l,Milestone S.r.l,PS4,71,8.1,E,0
sales_7008,Lux-Pain,2008-01-01,Killaware,Rising Star Games,DS,48,6.2,T,0
sales_7009,The Hustle: Detroit Streets,2006-01-01,Blade Interactive,Activision,PS2,46,,T,0
sales_7010,Guilty Gear XX Accent Core,2007-01-01,Arc System Works,Unknown,PS2,77,8.3,T,0
sales_7011,Mafia,2002-01-01,Illusion Softworks,Take-Two Interactive,PC,88,9.1,M,0
sales_7012,Disney's Donald Duck: Goin' Quackers,2002-01-01,Ubisoft Montreal,Ubisoft,GameCube,61,3.0,E,0
sales_7013,Operation Flashpoint: Elite,2005-01-01,Bohemia Interactive,Codemasters,Xbox,64,8.3,T,0
sales_7014,Fantastic Four: Rise of the Silver Surfer,2007-01-01,7 Studios,Take-Two Interactive,DS,35,4.8,E10+,0
sales_7015,Virtua Tennis 3,2007-01-01,Sumo Digital,Sega,Xbox 360,80,6.8,E,0
sales_7016,Front Mission,2007-01-01,Square Enix,Square Enix,DS,72,8.9,E10+,0
sales_7017,Tropico 3,2009-01-01,Haemimont,Kalypso Media,PC,79,8.1,T,0
sales_7018,Boktai 2: Solar Boy Django,2004-01-01,KCEJ,Konami Digital Entertainment,Game Boy Advance,78,8.5,T,0
sales_7019,Life is Strange,2016-01-01,DONTNOD Entertainment,Square Enix,PC,83,8.6,M,0
sales_7020,Dark Arena,2002-01-01,Graphic State,THQ,Game Boy Advance,65,,T,0
sales_7021,Heatseeker,2007-01-01,IR Gurus,Codemasters,Playstation Portable,49,,T,0
sales_7022,Shaun the Sheep,2008-01-01,Art,D3Publisher,DS,58,,E,0
sales_7023,Battlezone,2016-01-01,Rebellion,Rebellion Developments,PS4,66,7.0,T,0
sales_7024,Pro Evolution Soccer 2016,2015-01-01,Konami,Konami Digital Entertainment,PC,76,4.3,E,0
sales_7025,The Dark Spire,2008-01-01,Success,Success,DS,69,7.7,E10+,0
sales_7026,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016-01-01,PlatinumGames,Activision,XOne,55,6.0,T,0
sales_7027,Runaway: A Twist of Fate,2009-01-01,Pendulo Studios,Focus Home Interactive,PC,79,8.2,T,0
sales_7028,Disney's Meet the Robinsons,2007-01-01,Avalanche Software,Disney Interactive Studios,GameCube,68,,E10+,0
sales_7029,FlatOut 2,2006-01-01,Bugbear,Empire Interactive,Xbox,73,7.3,T,0
sales_7030,Rogue Trooper,2006-01-01,Rebellion,Eidos Interactive,PS2,71,8.2,T,0
sales_7031,Backyard Baseball '09,2008-01-01,Humongous Entertainment,Atari,Wii,37,7.8,E,0
sales_7032,Spy Fiction,2003-01-01,Access Games,Sega,PS2,61,,M,0
sales_7033,Justice League: Chronicles,2003-01-01,Full-Fat,Midway Games,Game Boy Advance,43,,E,0
sales_7034,Tom Clancy's HAWX,2009-01-01,Ubisoft Romania,Ubisoft,PC,70,7.3,T,0
sales_7035,Enemy Front,2014-01-01,CI Games,Namco Bandai Games,Xbox 360,35,5.8,M,0
sales_7036,Top Gun,2006-01-01,InterActive Vision Games,505 Games,DS,48,,E10+,0
sales_7037,King Arthur,2004-01-01,Krome Studios,Konami Digital Entertainment,GameCube,60,,T,0
sales_7038,Shantae and the Pirate's Curse,2015-01-01,WayForward,Rising Star Games,3DS,82,8.5,E10+,0
sales_7039,Dai Senryaku VII: Modern Military Tactics,2003-01-01,SystemSoft,Kool Kizz,Xbox,74,8.8,E,0
sales_7040,Advance Guardian Heroes,2004-01-01,Treasure,Ubisoft,Game Boy Advance,65,,E,0
sales_7041,Castle of Shikigami III,2007-01-01,Alfa System,PQube,Wii,67,7.6,T,0
sales_7042,Nobunaga's Ambition: Sphere of Influence,2014-01-01,Koei Tecmo Games,Tecmo Koei,PS4,80,8.1,T,0
sales_7043,FIFA Street 2,2006-01-01,Exient Entertainment,Electronic Arts,DS,43,7.5,E,0
sales_7044,Star X,2002-01-01,Graphic State,BAM! Entertainment,Game Boy Advance,60,,E,0
sales_7045,City Life: World Edition,2007-01-01,Monte Cristo Multimedia,Monte Christo Multimedia,PC,75,8.2,E,0
sales_7046,Corpse Party: Book of Shadows,2011-01-01,5pb,5pb,Playstation Portable,67,8.2,M,0
sales_7047,WarTech: Senko no Ronde,2006-01-01,G.Rev,Ubisoft,Xbox 360,60,6.1,T,0
sales_7048,Strike Force Bowling,2004-01-01,Lab Rats Games,Crave Entertainment,Xbox,54,,E,0
sales_7049,IL-2 Sturmovik: 1946,2006-01-01,1C: Maddox Games,Ubisoft,PC,86,8.8,T,0
sales_7050,Chessmaster,2002-01-01,Ubisoft,Ubisoft,Game Boy Advance,76,,E,0
sales_7051,Red Ninja: End of Honor,2005-01-01,Opus,Vivendi Games,PS2,47,5.0,M,0
sales_7052,Praetorians,2003-01-01,Pyro Studios,Eidos Interactive,PC,78,8.2,T,0
sales_7053,Smash Court Tennis 3,2007-01-01,"Namco Bandai Games America, Namco Bandai Games",Namco Bandai Games,Playstation Portable,68,6.3,E,0
sales_7054,SX Superstar,2003-01-01,Acclaim,Acclaim Entertainment,Xbox,53,,T,0
sales_7055,LEGO Friends,2013-01-01,Hellbent Games,Warner Bros. Interactive Entertainment,3DS,43,8.3,E,0
sales_7056,SPRay,2008-01-01,EKO Software,Tecmo Koei,Wii,42,4.5,E10+,0
sales_7057,Outlaw Tennis,2005-01-01,Hypnotix,Global Star,Xbox,66,7.7,M,0
sales_7058,Brothers: A Tale of Two Sons,2015-01-01,Starbreeze,505 Games,XOne,81,8.9,T,0
sales_7059,Attack of the Movies 3D,2010-01-01,Panic Button,Majesco Entertainment,Xbox 360,38,1.7,T,0
sales_7060,Igor: The Game,2008-01-01,Artefacts Studio,Legacy Interactive,DS,43,,E,0
sales_7061,Secret Files: Tunguska,2006-01-01,Fusionsphere Systems,DreamCatcher Interactive,PC,66,7.4,T,0
sales_7062,The Invincible Iron Man,2002-01-01,Torus Games,Activision,Game Boy Advance,68,,E,0
sales_7063,NASCAR 07,2006-01-01,EA Tiburon,Electronic Arts,Xbox,72,7.0,E,0
sales_7064,Dance Dance Revolution Disney Mix,2000-01-01,Konami,Konami Digital Entertainment,Playstation,74,8.3,E,0
sales_7065,Scaler,2004-01-01,Artificial Mind and Movement,Global Star,Xbox,69,,E,0
sales_7066,Nitroplus Blasterz: Heroines Infinite Duel,2015-01-01,"Examu, Marvelous Inc.",Marvelous Interactive,PS4,70,6.9,T,0
sales_7067,Thrillville: Off the Rails,2007-01-01,DC Studios,LucasArts,DS,59,6.2,E,0
sales_7068,Bloody Roar Extreme,2003-01-01,Eighting/Raizing,Hudson Soft,Xbox,61,8.6,T,0
sales_7069,Split/Second,2010-01-01,Black Rock Studio,Disney Interactive Studios,PC,79,8.2,E10+,0
sales_7070,Tennis Masters Series 2003,2002-01-01,Microids,Microids,Xbox,67,,E,0
sales_7071,Resident Evil 6,2012-01-01,"Capcom, QLOC",Capcom,PC,69,5.9,M,0
sales_7072,Dead Head Fred,2007-01-01,Vicious Cycle,D3Publisher,Playstation Portable,75,7.3,M,0
sales_7073,MLB SlugFest 20-04,2003-01-01,Midway,Midway Games,GameCube,76,,E,0
sales_7074,Pocket Pool,2007-01-01,Conspiracy Entertainment,Conspiracy Entertainment,Playstation Portable,37,,M,0
sales_7075,Ride to Hell,2013-01-01,"Eutechnyx, Deep Silver",Deep Silver,PS3,13,1.0,M,0
sales_7076,Need for Speed: ProStreet,2007-01-01,EA Games,Electronic Arts,PC,70,5.9,E10+,0
sales_7077,Digimon Rumble Arena 2,2004-01-01,Black Ship Games,Atari,GameCube,71,8.1,T,0
sales_7078,Gravity Falls: Legend of the Gnome Gemulets,2015-01-01,Ubisoft Osaka,Ubisoft,3DS,46,5.8,E,0
sales_7079,Rodea the Sky Soldier,2015-01-01,"Prope, Kadokawa",Nippon Ichi Software,3DS,45,5.6,E10+,0
sales_7080,Pac-Man World Rally,2006-01-01,Smart Bomb Interactive,Namco Bandai Games,Playstation Portable,51,,E,0
sales_7081,Hellboy: The Science of Evil,2008-01-01,Krome Studios,Konami Digital Entertainment,Playstation Portable,42,7.1,T,0
sales_7082,Mortimer Beckett and the Secrets of Spooky Manor,2008-01-01,Paprikari,Avanquest,Wii,56,,E,0
sales_7083,The Sims Deluxe,2002-01-01,Maxis,Electronic Arts,PC,92,8.2,T,0
sales_7084,LEGO Indiana Jones: The Original Adventures,2008-01-01,Traveller's Tales,LucasArts,PC,78,7.7,E10+,0
sales_7085,The Sims 2: Pets,2006-01-01,Maxis,Electronic Arts,PC,76,7.7,T,0
sales_7086,Deadliest Warrior: Ancient Combat,2012-01-01,"Pipeworks Software, Inc.",Cloud Imperium Games Corporation,Xbox 360,37,6.3,M,0
sales_7087,The Kore Gang,2010-01-01,Snap Dragon Games,Flashpoint Games,Wii,70,8.6,E10+,0
sales_7088,Rugby Challenge 3,2016-01-01,Wicked Witch Software,Alternative Software,PS4,64,6.8,E,0
sales_7089,Blood Bowl,2009-01-01,Cyanide,Focus Home Interactive,PC,72,6.5,T,0
sales_7090,Port Royale 2,2004-01-01,Ascaron Entertainment GmbH,Ascaron Entertainment GmbH,PC,75,7.7,T,0
sales_7091,Star Trek: Shattered Universe,2004-01-01,Starsphere Interactive,Global Star,Xbox,41,4.0,E,0
sales_7092,Company of Heroes: Tales of Valor,2009-01-01,Relic,THQ,PC,70,7.2,M,0
sales_7093,Guilty Gear XX Accent Core,2007-01-01,Arc System Works,505 Games,Wii,75,8.4,T,0
sales_7094,Lionel Trains: On Track,2006-01-01,Black Lantern Studios,DSI Games,DS,47,,E,0
sales_7095,WarJetz,2001-01-01,3DO,3DO,PS2,59,5.5,T,0
sales_7096,Catwoman,2004-01-01,Magic Pockets,Electronic Arts,Game Boy Advance,61,,T,0
sales_7097,Devil May Cry 4,2008-01-01,Capcom,Capcom,PC,78,8.5,M,0
sales_7098,Capcom Fighting Evolution,2005-01-01,Capcom,Capcom,Xbox,61,,T,0
sales_7099,World Poker Tour,2006-01-01,Coresoft,Take-Two Interactive,Playstation Portable,68,,T,0
sales_7100,Barnyard,2006-01-01,Blue Tongue Entertainment,THQ,Wii,65,5.7,E10+,0
sales_7101,Test Drive: Ferrari Legends,2012-01-01,"Atari, Slightly Mad Studios, Atari SA",Unknown,PS3,62,4.9,E,0
sales_7102,Heroes of Might and Magic V,2006-01-01,Nival Interactive,Ubisoft,PC,77,7.9,T,0
sales_7103,Metal Gear Solid: Digital Graphic Novel,2006-01-01,Kojima Productions,Konami Digital Entertainment,Playstation Portable,78,7.2,M,0
sales_7104,Aeon Flux,2005-01-01,Terminal Reality,THQ,PS2,66,5.8,T,0
sales_7105,Age of Mythology: The Titans,2003-01-01,Ensemble Studios,Microsoft Game Studios,PC,84,8.7,T,0
sales_7106,Psycho-Pass: Mandatory Happiness,2016-01-01,5pb,Nippon Ichi Software,PS4,72,8.3,T,0
sales_7107,Virtua Tennis 4,2011-01-01,Sega,Sega,PC,66,7.3,E,0
sales_7108,Shattered Union,2005-01-01,PopTop Software,Take-Two Interactive,Xbox,66,6.9,T,0
sales_7109,Mat Hoffman's Pro BMX 2,2002-01-01,Rainbow Studios,Activision,GameCube,70,,T,0
sales_7110,Unchained Blades,2011-01-01,FuRyu,FuRyu,3DS,65,7.8,T,0
sales_7111,Terraria,2014-01-01,Engine Software,505 Games,XOne,84,7.7,T,0
sales_7112,Company of Heroes: Opposing Fronts,2007-01-01,Relic,THQ,PC,87,8.6,M,0
sales_7113,Superman: Countdown to Apokolips,2003-01-01,Mistic Software,Atari,Game Boy Advance,47,5.7,E,0
sales_7114,Worms 4: Mayhem,2005-01-01,Team 17,Codemasters,Xbox,69,9.2,T,0
sales_7115,Rise of Nations,2003-01-01,Big Huge Games,Microsoft Game Studios,PC,89,9.0,T,0
sales_7116,Men of War: Vietnam,2011-01-01,Best Way,Unknown,PC,68,4.9,T,0
sales_7117,Imperial Glory,2005-01-01,Pyro Studios,Eidos Interactive,PC,69,8.4,T,0
sales_7118,Antz Extreme Racing,2002-01-01,Empire Interactive,Empire Interactive,PS2,31,5.0,E,0
sales_7119,Mike Tyson Boxing,2002-01-01,Virtucraft,Ubisoft,Game Boy Advance,44,,E,0
sales_7120,Samurai Warriors 2: Empires,2007-01-01,Omega Force,Tecmo Koei,Xbox 360,53,8.5,T,0
sales_7121,Metal Slug XX,2009-01-01,SNK Playmore,DHM Interactive,Playstation Portable,67,6.1,T,0
sales_7122,Patrician IV,2010-01-01,Gaming Minds Studios,Kalypso Media,PC,66,6.4,E,0
sales_7123,Fisherman's Challenge,2003-01-01,Konami,Konami Digital Entertainment,PS2,67,7.5,E,0
sales_7124,Mission: Impossible - Operation Surma,2003-01-01,M4 Limited,Atari,Game Boy Advance,42,,T,0
sales_7125,Resident Evil: Revelations,2013-01-01,Capcom,Capcom,PC,77,7.0,M,0
sales_7126,The Da Vinci Code,2006-01-01,Double Helix Games,Take-Two Interactive,Xbox,52,2.8,T,0
sales_7127,Super Black Bass Fishing,2005-01-01,Starfish,Majesco Entertainment,DS,35,,E,0
sales_7128,Pure Pinball,2004-01-01,Iridon Interactive AB,XS Games,Xbox,68,8.5,E,0
sales_7129,Headhunter: Redemption,2004-01-01,Amuze,Sega,PS2,62,6.7,M,0
sales_7130,Stuntman,2003-01-01,Atari,Atari,Game Boy Advance,77,,E,0
sales_7131,The Chase: Felix Meets Felicity,2009-01-01,Razorback Developments,Atari,DS,59,,E,0
sales_7132,Dead Rising,2016-01-01,Capcom,Capcom,PS4,78,6.6,M,0
sales_7133,Grand Theft Auto: Vice City,2003-01-01,Rockstar North,Take-Two Interactive,PC,94,8.8,M,0
sales_7134,Surf's Up,2007-01-01,Ubisoft Montreal,Ubisoft,PS3,59,5.1,E10+,0
sales_7135,SWAT: Target Liberty,2007-01-01,3G Studios,Vivendi Games,Playstation Portable,50,7.7,T,0
sales_7136,Twin Strike: Operation Thunder,2008-01-01,Naps Team,Zoo Games,Wii,50,8.3,E10+,0
sales_7137,CSI: Fatal Conspiracy,2010-01-01,Telltale Games,Ubisoft,PC,47,5.5,M,0
sales_7138,Bomberman: Act Zero,2006-01-01,Hudson,Konami Digital Entertainment,Xbox 360,34,2.2,T,0
sales_7139,Empire Earth III,2007-01-01,Mad Doc Software,Vivendi Games,PC,50,2.8,T,0
sales_7140,Astro Boy: The Video Game,2009-01-01,High Voltage Software,D3Publisher,Playstation Portable,60,,E10+,0
sales_7141,Resident Evil: Operation Raccoon City,2012-01-01,Slant Six,Capcom,PC,48,3.8,M,0
sales_7142,Dreamfall: The Longest Journey,2006-01-01,Funcom,Empire Interactive,Xbox,73,8.8,M,0
sales_7143,JASF: Jane's Advanced Strike Fighters,2011-01-01,Trickstar Games,Deep Silver,PC,48,3.1,T,0
sales_7144,Outlaw Volleyball Remixed,2004-01-01,Hypnotix,Global Star,PS2,57,,M,0
sales_7145,The Adventures of Darwin,2006-01-01,Vingt-et-un Systems,Essential Games,PS2,53,,E10+,0
sales_7146,Brothers In Arms DS,2007-01-01,Gameloft,Ubisoft,DS,72,8.0,T,0
sales_7147,Colin McRae Rally 3,2002-01-01,Codemasters,Codemasters,Xbox,86,7.4,E,0
sales_7148,TMNT,2007-01-01,Ubisoft Quebec,Ubisoft,DS,42,2.2,E10+,0
sales_7149,Stolen,2005-01-01,Blue 52,Hip Interactive,PS2,51,7.4,T,0
sales_7150,Stoked: Big Air Edition,2009-01-01,Bongfish,Namco Bandai Games,Xbox 360,72,7.7,T,0
sales_7151,LEGO Jurassic World,2015-01-01,TT Games,Warner Bros. Interactive Entertainment,PC,72,7.1,E10+,0
sales_7152,Pro Race Driver,2003-01-01,Codemasters,Codemasters,Xbox,80,7.5,T,0
sales_7153,The Movies,2005-01-01,Lionhead Studios,Activision,PC,84,8.3,T,0
sales_7154,Countdown Vampires,1999-01-01,K2 LLC,Namco Bandai Games,Playstation,41,,M,0
sales_7155,FIFA World Cup Germany 2006,2006-01-01,EA Canada,Electronic Arts,DS,71,7.2,E,0
sales_7156,Supreme Commander: Forged Alliance,2007-01-01,Gas Powered Games,THQ,PC,81,8.9,E10+,0
sales_7157,Dragon Ball: Advanced Adventure,2004-01-01,Dimps Corporation,Namco Bandai Games,Game Boy Advance,75,8.5,E10+,0
sales_7158,The Ripping Friends,2002-01-01,Creations,THQ,Game Boy Advance,38,,E,0
sales_7159,Lost Planet 3,2013-01-01,Spark Unlimited,Capcom,PC,61,6.2,T,0
sales_7160,Super Army War,2005-01-01,Atlus Co.,Flashpoint Games,Game Boy Advance,58,,T,0
sales_7161,Echo Night Beyond,2004-01-01,From Software,Indie Games,PS2,60,8.8,T,0
sales_7162,Meteos: Disney Magic,2007-01-01,Q Entertainment,Disney Interactive Studios,DS,74,6.6,E,0
sales_7163,Beyblade Evolution,2013-01-01,Rising Star Games,Rising Star Games,3DS,49,6.3,E,0
